  t[s]	          x1[m]	        x2[m/s]	        x3[rad]	      x4[rad/s]	        F[N]
 41.82	-2.95560611e-03	-7.26812864e-03	+3.10568840e+00	-1.62716854e-01	+0.000000e+00
 41.83	-3.02825511e-03	-6.49330919e-03	+3.10406164e+00	-1.52785111e-01	+0.000000e+00
 41.84	-3.09315530e-03	-5.70352521e-03	+3.10253422e+00	-1.42482276e-01	+0.000000e+00
 41.85	-3.15015710e-03	-4.90083548e-03	+3.10110984e+00	-1.31835492e-01	+0.000000e+00
 41.86	-3.19913156e-03	-4.08732443e-03	+3.09979194e+00	-1.20872720e-01	+0.000000e+00
 41.87	-3.23997055e-03	-3.26509674e-03	+3.09858368e+00	-1.09622657e-01	+0.000000e+00
 41.88	-3.27258698e-03	-2.43627189e-03	+3.09748794e+00	-9.81146685e-02	+0.000000e+00
 41.89	-3.29691498e-03	-1.60297883e-03	+3.09650728e+00	-8.63787068e-02	+0.000000e+00
 41.90	-3.31290995e-03	-7.67350637e-04	+3.09564399e+00	-7.44452369e-02	+0.000000e+00
 41.91	-3.32054863e-03	+6.84806840e-05	+3.09490004e+00	-6.23451575e-02	+0.000000e+00
 41.92	-3.31982908e-03	+9.02389379e-04	+3.09427710e+00	-5.01097220e-02	+0.000000e+00
 41.93	-3.31077060e-03	+1.73226101e-03	+3.09377652e+00	-3.77704593e-02	+0.000000e+00
 41.94	-3.29341367e-03	+2.55599744e-03	+3.09339933e+00	-2.53590944e-02	+0.000000e+00
 41.95	-3.26781972e-03	+3.37152173e-03	+3.09314626e+00	-1.29074682e-02	+0.000000e+00
 41.96	-3.23407095e-03	+4.17678294e-03	+3.09301770e+00	-4.47457977e-04	+0.000000e+00
 41.97	-3.19227008e-03	+4.96976086e-03	+3.09301374e+00	+1.19891026e-02	+0.000000e+00
 41.98	-3.14254002e-03	+5.74847058e-03	+3.09313415e+00	+2.43705026e-02	+0.000000e+00
 41.99	-3.08502354e-03	+6.51096707e-03	+3.09337837e+00	+3.66652328e-02	+0.000000e+00
 42.00	-3.01988286e-03	+7.25534957e-03	+3.09374553e+00	+4.88420642e-02	+0.000000e+00
 42.01	-2.94729917e-03	+7.97976591e-03	+3.09423445e+00	+6.08701252e-02	+0.000000e+00
 42.02	-2.86747224e-03	+8.68241680e-03	+3.09484364e+00	+7.27189787e-02	+0.000000e+00
 42.03	-2.78061977e-03	+9.36155992e-03	+3.09557132e+00	+8.43586972e-02	+0.000000e+00
 42.04	-2.68697692e-03	+1.00155140e-02	+3.09641538e+00	+9.57599372e-02	+0.000000e+00
 42.05	-2.58679565e-03	+1.06426626e-02	+3.09737344e+00	+1.06894012e-01	+0.000000e+00
 42.06	-2.48034407e-03	+1.12414584e-02	+3.09844284e+00	+1.17732965e-01	+0.000000e+00
 42.07	-2.36790578e-03	+1.18104262e-02	+3.09962060e+00	+1.28249634e-01	+0.000000e+00
 42.08	-2.24977911e-03	+1.23481672e-02	+3.10090352e+00	+1.38417725e-01	+0.000000e+00
 42.09	-2.12627639e-03	+1.28533620e-02	+3.10228811e+00	+1.48211876e-01	+0.000000e+00
 42.10	-1.99772312e-03	+1.33247741e-02	+3.10377062e+00	+1.57607718e-01	+0.000000e+00
 42.11	-1.86445719e-03	+1.37612533e-02	+3.10534707e+00	+1.66581938e-01	+0.000000e+00
 42.12	-1.72682797e-03	+1.41617382e-02	+3.10701325e+00	+1.75112340e-01	+0.000000e+00
 42.13	-1.58519544e-03	+1.45252595e-02	+3.10876471e+00	+1.83177895e-01	+0.000000e+00
 42.14	-1.43992927e-03	+1.48509425e-02	+3.11059680e+00	+1.90758799e-01	+0.000000e+00
 42.15	-1.29140788e-03	+1.51380095e-02	+3.11250468e+00	+1.97836522e-01	+0.000000e+00
 42.16	-1.14001746e-03	+1.53857821e-02	+3.11448332e+00	+2.04393852e-01	+0.000000e+00
 42.17	-9.86150978e-04	+1.55936829e-02	+3.11652751e+00	+2.10414940e-01	+0.000000e+00
 42.18	-8.30207166e-04	+1.57612380e-02	+3.11863189e+00	+2.15885343e-01	+0.000000e+00
 42.19	-6.72589499e-04	+1.58880776e-02	+3.12079095e+00	+2.20792053e-01	+0.000000e+00
 42.20	-5.13705144e-04	+1.59739376e-02	+3.12299905e+00	+2.25123536e-01	+0.000000e+00
 42.21	-3.53963902e-04	+1.60186607e-02	+3.12525044e+00	+2.28869758e-01	+0.000000e+00
 42.22	-1.93777146e-04	+1.60221967e-02	+3.12753927e+00	+2.32022209e-01	+0.000000e+00
 42.23	-3.35567431e-05	+1.59846029e-02	+3.12985960e+00	+2.34573923e-01	+0.000000e+00
 42.24	+1.26286014e-04	+1.59060439e-02	+3.13220542e+00	+2.36519496e-01	+0.000000e+00
 42.25	+2.85341487e-04	+1.57867918e-02	+3.13457067e+00	+2.37855097e-01	+0.000000e+00
 42.26	+4.43202758e-04	+1.56272247e-02	+3.13694925e+00	+2.38578475e-01	+0.000000e+00
 42.27	+5.99466698e-04	+1.54278264e-02	+3.13933504e+00	+2.38688964e-01	+0.000000e+00
 42.28	+7.53735020e-04	+1.51891845e-02	+3.14172191e+00	+2.38187481e-01	+0.000000e+00
 42.29	+9.05615317e-04	+1.49119891e-02	+3.14410374e+00	+2.37076519e-01	+0.000000e+00
 42.30	+1.05472209e-03	+1.45970305e-02	+3.14647443e+00	+2.35360140e-01	+0.000000e+00
 42.31	+1.20067773e-03	+1.42451970e-02	+3.14882793e+00	+2.33043961e-01	+0.000000e+00
 42.32	+1.34311355e-03	+1.38574722e-02	+3.15115825e+00	+2.30135134e-01	+0.000000e+00
 42.33	+1.48167067e-03	+1.34349322e-02	+3.15345946e+00	+2.26642324e-01	+0.000000e+00
 42.34	+1.61600098e-03	+1.29787420e-02	+3.15572571e+00	+2.22575685e-01	+0.000000e+00
 42.35	+1.74576805e-03	+1.24901523e-02	+3.15795128e+00	+2.17946827e-01	+0.000000e+00
 42.36	+1.87064792e-03	+1.19704957e-02	+3.16013053e+00	+2.12768782e-01	+0.000000e+00
 42.37	+1.99032999e-03	+1.14211826e-02	+3.16225798e+00	+2.07055968e-01	+0.000000e+00
 42.38	+2.10451776e-03	+1.08436972e-02	+3.16432828e+00	+2.00824147e-01	+0.000000e+00
 42.39	+2.21292956e-03	+1.02395929e-02	+3.16633624e+00	+1.94090379e-01	+0.000000e+00
 42.40	+2.31529927e-03	+9.61048772e-03	+3.16827684e+00	+1.86872974e-01	+0.000000e+00
 42.41	+2.41137697e-03	+8.95806000e-03	+3.17014525e+00	+1.79191443e-01	+0.000000e+00
 42.42	+2.50092949e-03	+8.28404309e-03	+3.17193683e+00	+1.71066441e-01	+0.000000e+00
 42.43	+2.58374101e-03	+7.59022068e-03	+3.17364714e+00	+1.62519714e-01	+0.000000e+00
 42.44	+2.65961356e-03	+6.87842175e-03	+3.17527196e+00	+1.53574035e-01	+0.000000e+00
 42.45	+2.72836745e-03	+6.15051549e-03	+3.17680731e+00	+1.44253146e-01	+0.000000e+00
 42.46	+2.78984168e-03	+5.40840621e-03	+3.17824944e+00	+1.34581694e-01	+0.000000e+00
 42.47	+2.84389431e-03	+4.65402821e-03	+3.17959484e+00	+1.24585163e-01	+0.000000e+00
 42.48	+2.89040273e-03	+3.88934065e-03	+3.18084026e+00	+1.14289808e-01	+0.000000e+00
 42.49	+2.92926393e-03	+3.11632240e-03	+3.18198272e+00	+1.03722588e-01	+0.000000e+00
 42.50	+2.96039468e-03	+2.33696700e-03	+3.18301950e+00	+9.29110921e-02	+0.000000e+00
 42.51	+2.98373170e-03	+1.55327753e-03	+3.18394815e+00	+8.18834681e-02	+0.000000e+00
 42.52	+2.99923172e-03	+7.67261654e-04	+3.18476652e+00	+7.06683527e-02	+0.000000e+00
 42.53	+3.00687157e-03	-1.90733666e-05	+3.18547273e+00	+5.92947955e-02	+0.000000e+00
 42.54	+3.00664815e-03	-8.03725557e-04	+3.18606519e+00	+4.77921857e-02	+0.000000e+00
 42.55	+2.99857835e-03	-1.58470305e-03	+3.18654263e+00	+3.61901768e-02	+0.000000e+00
 42.56	+2.98269901e-03	-2.36002884e-03	+3.18690405e+00	+2.45186121e-02	+0.000000e+00
 42.57	+2.95906674e-03	-3.12774542e-03	+3.18714875e+00	+1.28074490e-02	+0.000000e+00
 42.58	+2.92775769e-03	-3.88591941e-03	+3.18727633e+00	+1.08668357e-03	+0.000000e+00
 42.59	+2.88886738e-03	-4.63264600e-03	+3.18728671e+00	-1.06137243e-02	+0.000000e+00
 42.60	+2.84251036e-03	-5.36605341e-03	+3.18718009e+00	-2.22639260e-02	+0.000000e+00
 42.61	+2.78881990e-03	-6.08430717e-03	+3.18695697e+00	-3.38342590e-02	+0.000000e+00
 42.62	+2.72794761e-03	-6.78561436e-03	+3.18661815e+00	-4.52953205e-02	+0.000000e+00
 42.63	+2.66006302e-03	-7.46822775e-03	+3.18616472e+00	-5.66180405e-02	+0.000000e+00
 42.64	+2.58535315e-03	-8.13044983e-03	+3.18559808e+00	-6.77737545e-02	+0.000000e+00
 42.65	+2.50402197e-03	-8.77063678e-03	+3.18491988e+00	-7.87342748e-02	+0.000000e+00
 42.66	+2.41628992e-03	-9.38720229e-03	+3.18413209e+00	-8.94719604e-02	+0.000000e+00
 42.67	+2.32239325e-03	-9.97862129e-03	+3.18323694e+00	-9.99597856e-02	+0.000000e+00
 42.68	+2.22258350e-03	-1.05434336e-02	+3.18223691e+00	-1.10171408e-01	+0.000000e+00
 42.69	+2.11712680e-03	-1.10802475e-02	+3.18113479e+00	-1.20081233e-01	+0.000000e+00
 42.70	+2.00630317e-03	-1.15877429e-02	+3.17993357e+00	-1.29664480e-01	+0.000000e+00
 42.71	+1.89040587e-03	-1.20646751e-02	+3.17863655e+00	-1.38897241e-01	+0.000000e+00
 42.72	+1.76974057e-03	-1.25098771e-02	+3.17724720e+00	-1.47756543e-01	+0.000000e+00
 42.73	+1.64462461e-03	-1.29222635e-02	+3.17576929e+00	-1.56220403e-01	+0.000000e+00
 42.74	+1.51538620e-03	-1.33008326e-02	+3.17420675e+00	-1.64267888e-01	+0.000000e+00
 42.75	+1.38236355e-03	-1.36446696e-02	+3.17256375e+00	-1.71879162e-01	+0.000000e+00
 42.76	+1.24590401e-03	-1.39529485e-02	+3.17084466e+00	-1.79035537e-01	+0.000000e+00
 42.77	+1.10636319e-03	-1.42249347e-02	+3.16905403e+00	-1.85719523e-01	+0.000000e+00
 42.78	+9.64104043e-04	-1.44599873e-02	+3.16719657e+00	-1.91914869e-01	+0.000000e+00
 42.79	+8.19495936e-04	-1.46575602e-02	+3.16527719e+00	-1.97606604e-01	+0.000000e+00
 42.80	+6.72913680e-04	-1.48172045e-02	+3.16330091e+00	-2.02781077e-01	+0.000000e+00
 42.81	+5.24736576e-04	-1.49385694e-02	+3.16127290e+00	-2.07425985e-01	+0.000000e+00
 42.82	+3.75347429e-04	-1.50214031e-02	+3.15919847e+00	-2.11530411e-01	+0.000000e+00
 42.83	+2.25131556e-04	-1.50655544e-02	+3.15708302e+00	-2.15084845e-01	+0.000000e+00
 42.84	+7.44757844e-05	-1.50709723e-02	+3.15493204e+00	-2.18081211e-01	+0.000000e+00
 42.85	-7.62325544e-05	-1.50377069e-02	+3.15275113e+00	-2.20512881e-01	+0.000000e+00
 42.86	-2.26606634e-04	-1.49659090e-02	+3.15054592e+00	-2.22374697e-01	+0.000000e+00
 42.87	-3.76261139e-04	-1.48558300e-02	+3.14832212e+00	-2.23662978e-01	+0.000000e+00
 42.88	-5.24813274e-04	-1.47078211e-02	+3.14608546e+00	-2.24375526e-01	+0.000000e+00
 42.89	-6.71883759e-04	-1.45223323e-02	+3.14384170e+00	-2.24511635e-01	+0.000000e+00
 42.90	-8.17097816e-04	-1.42999111e-02	+3.14159661e+00	-2.24072084e-01	+0.000000e+00
 42.91	-9.60086149e-04	-1.40412012e-02	+3.13935593e+00	-2.23059136e-01	+0.000000e+00
 42.92	-1.10048590e-03	-1.37469401e-02	+3.13712540e+00	-2.21476529e-01	+0.000000e+00
 42.93	-1.23794160e-03	-1.34179577e-02	+3.13491073e+00	-2.19329460e-01	+0.000000e+00
 42.94	-1.37210606e-03	-1.30551729e-02	+3.13271754e+00	-2.16624574e-01	+0.000000e+00
 42.95	-1.50264131e-03	-1.26595916e-02	+3.13055143e+00	-2.13369936e-01	+0.000000e+00
 42.96	-1.62921942e-03	-1.22323036e-02	+3.12841789e+00	-2.09575012e-01	+0.000000e+00
 42.97	-1.75152338e-03	-1.17744788e-02	+3.12632232e+00	-2.05250641e-01	+0.000000e+00
 42.98	-1.86924787e-03	-1.12873646e-02	+3.12427002e+00	-2.00408999e-01	+0.000000e+00
 42.99	-1.98210006e-03	-1.07722814e-02	+3.12226615e+00	-1.95063567e-01	+0.000000e+00
 43.00	-2.08980031e-03	-1.02306193e-02	+3.12031576e+00	-1.89229094e-01	+0.000000e+00
 43.01	-2.19208288e-03	-9.66383363e-03	+3.11842373e+00	-1.82921550e-01	+0.000000e+00
 43.02	-2.28869662e-03	-9.07344109e-03	+3.11659480e+00	-1.76158085e-01	+0.000000e+00
 43.03	-2.37940551e-03	-8.46101508e-03	+3.11483351e+00	-1.68956981e-01	+0.000000e+00
 43.04	-2.46398930e-03	-7.82818137e-03	+3.11314426e+00	-1.61337602e-01	+0.000000e+00
 43.05	-2.54224396e-03	-7.17661349e-03	+3.11153122e+00	-1.53320338e-01	+0.000000e+00
 43.06	-2.61398224e-03	-6.50802807e-03	+3.10999837e+00	-1.44926552e-01	+0.000000e+00
 43.07	-2.67903403e-03	-5.82418013e-03	+3.10854947e+00	-1.36178523e-01	+0.000000e+00
 43.08	-2.73724678e-03	-5.12685825e-03	+3.10718806e+00	-1.27099384e-01	+0.000000e+00
 43.09	-2.78848582e-03	-4.41787984e-03	+3.10591746e+00	-1.17713062e-01	+0.000000e+00
 43.10	-2.83263467e-03	-3.69908627e-03	+3.10474073e+00	-1.08044214e-01	+0.000000e+00
 43.11	-2.86959525e-03	-2.97233812e-03	+3.10366070e+00	-9.81181613e-02	+0.000000e+00
 43.12	-2.89928810e-03	-2.23951029e-03	+3.10267994e+00	-8.79608262e-02	+0.000000e+00
 43.13	-2.92165249e-03	-1.50248732e-03	+3.10180076e+00	-7.75986618e-02	+0.000000e+00
 43.14	-2.93664656e-03	-7.63158616e-04	+3.10102522e+00	-6.70585845e-02	+0.000000e+00
 43.15	-2.94424732e-03	-2.34137359e-05	+3.10035508e+00	-5.63679051e-02	+0.000000e+00
 43.16	-2.94445070e-03	+7.14862204e-04	+3.09979185e+00	-4.55542585e-02	+0.000000e+00
 43.17	-2.93727145e-03	+1.44979313e-03	+3.09933676e+00	-3.46455333e-02	+0.000000e+00
 43.18	-2.92274312e-03	+2.17951651e-03	+3.09899076e+00	-2.36698011e-02	+0.000000e+00
 43.19	-2.90091784e-03	+2.90218779e-03	+3.09875452e+00	-1.26552456e-02	+0.000000e+00
 43.20	-2.87186622e-03	+3.61598476e-03	+3.09862843e+00	-1.63009112e-03	+0.000000e+00
 43.21	-2.83567707e-03	+4.31911186e-03	+3.09861259e+00	+9.37746804e-03	+0.000000e+00
 43.22	-2.79245718e-03	+5.00980433e-03	+3.09870682e+00	+2.03393384e-02	+0.000000e+00
 43.23	-2.74233094e-03	+5.68633238e-03	+3.09891067e+00	+3.12275977e-02	+0.000000e+00
 43.24	-2.68544009e-03	+6.34700518e-03	+3.09922339e+00	+4.20145646e-02	+0.000000e+00
 43.25	-2.62194324e-03	+6.99017483e-03	+3.09964398e+00	+5.26728678e-02	+0.000000e+00
 43.26	-2.55201549e-03	+7.61424019e-03	+3.10017115e+00	+6.31755145e-02	+0.000000e+00
 43.27	-2.47584794e-03	+8.21765065e-03	+3.10080333e+00	+7.34959573e-02	+0.000000e+00
 43.28	-2.39364722e-03	+8.79890977e-03	+3.10153871e+00	+8.36081610e-02	+0.000000e+00
 43.29	-2.30563488e-03	+9.35657882e-03	+3.10237521e+00	+9.34866666e-02	+0.000000e+00
 43.30	-2.21204689e-03	+9.88928023e-03	+3.10331047e+00	+1.03106656e-01	+0.000000e+00
 43.31	-2.11313299e-03	+1.03957009e-02	+3.10434193e+00	+1.12444012e-01	+0.000000e+00
 43.32	-2.00915603e-03	+1.08745956e-02	+3.10546675e+00	+1.21475381e-01	+0.000000e+00
 43.33	-1.90039131e-03	+1.13247895e-02	+3.10668186e+00	+1.30178229e-01	+0.000000e+00
 43.34	-1.78712590e-03	+1.17451817e-02	+3.10798399e+00	+1.38530900e-01	+0.000000e+00
 43.35	-1.66965785e-03	+1.21347479e-02	+3.10936964e+00	+1.46512668e-01	+0.000000e+00
 43.36	-1.54829546e-03	+1.24925427e-02	+3.11083508e+00	+1.54103791e-01	+0.000000e+00
 43.37	-1.42335648e-03	+1.28177025e-02	+3.11237642e+00	+1.61285557e-01	+0.000000e+00
 43.38	-1.29516730e-03	+1.31094473e-02	+3.11398955e+00	+1.68040338e-01	+0.000000e+00
 43.39	-1.16406209e-03	+1.33670834e-02	+3.11567022e+00	+1.74351624e-01	+0.000000e+00
 43.40	-1.03038197e-03	+1.35900048e-02	+3.11741398e+00	+1.80204073e-01	+0.000000e+00
 43.41	-8.94474096e-04	+1.37776951e-02	+3.11921624e+00	+1.85583545e-01	+0.000000e+00
 43.42	-7.56690808e-04	+1.39297290e-02	+3.12107228e+00	+1.90477137e-01	+0.000000e+00
 43.43	-6.17388681e-04	+1.40457735e-02	+3.12297724e+00	+1.94873218e-01	+0.000000e+00
 43.44	-4.76927619e-04	+1.41255888e-02	+3.12492613e+00	+1.98761453e-01	+0.000000e+00
 43.45	-3.35669919e-04	+1.41690291e-02	+3.12691389e+00	+2.02132834e-01	+0.000000e+00
 43.46	-1.93979334e-04	+1.41760432e-02	+3.12893533e+00	+2.04979694e-01	+0.000000e+00
 43.47	-5.22201241e-05	+1.41466745e-02	+3.13098523e+00	+2.07295735e-01	+0.000000e+00
 43.48	+8.92438889e-05	+1.40810611e-02	+3.13305826e+00	+2.09076032e-01	+0.000000e+00
 43.49	+2.30050267e-04	+1.39794352e-02	+3.13514907e+00	+2.10317051e-01	+0.000000e+00
 43.50	+3.69838899e-04	+1.38421230e-02	+3.13725227e+00	+2.11016655e-01	+0.000000e+00
 43.51	+5.08252940e-04	+1.36695430e-02	+3.13936244e+00	+2.11174103e-01	+0.000000e+00
 43.52	+6.44939733e-04	+1.34622058e-02	+3.14147417e+00	+2.10790055e-01	+0.000000e+00
 43.53	+7.79551730e-04	+1.32207115e-02	+3.14358203e+00	+2.09866562e-01	+0.000000e+00
 43.54	+9.11747390e-04	+1.29457491e-02	+3.14568064e+00	+2.08407064e-01	+0.000000e+00
 43.55	+1.04119206e-03	+1.26380934e-02	+3.14776462e+00	+2.06416374e-01	+0.000000e+00
 43.56	+1.16755885e-03	+1.22986036e-02	+3.14982868e+00	+2.03900664e-01	+0.000000e+00
 43.57	+1.29052946e-03	+1.19282203e-02	+3.15186756e+00	+2.00867443e-01	+0.000000e+00
 43.58	+1.40979499e-03	+1.15279628e-02	+3.15387609e+00	+1.97325541e-01	+0.000000e+00
 43.59	+1.52505674e-03	+1.10989262e-02	+3.15584918e+00	+1.93285075e-01	+0.000000e+00
 43.60	+1.63602698e-03	+1.06422779e-02	+3.15778184e+00	+1.88757425e-01	+0.000000e+00
 43.61	+1.74242963e-03	+1.01592548e-02	+3.15966920e+00	+1.83755200e-01	+0.000000e+00
 43.62	+1.84400101e-03	+9.65115888e-03	+3.16150653e+00	+1.78292199e-01	+0.000000e+00
 43.63	+1.94049044e-03	+9.11935414e-03	+3.16328921e+00	+1.72383376e-01	+0.000000e+00
 43.64	+2.03166089e-03	+8.56526227e-03	+3.16501277e+00	+1.66044798e-01	+0.000000e+00
 43.65	+2.11728956e-03	+7.99035873e-03	+3.16667294e+00	+1.59293597e-01	+0.000000e+00
 43.66	+2.19716839e-03	+7.39616857e-03	+3.16826558e+00	+1.52147925e-01	+0.000000e+00
 43.67	+2.27110458e-03	+6.78426217e-03	+3.16978675e+00	+1.44626906e-01	+0.000000e+00
 43.68	+2.33892104e-03	+6.15625088e-03	+3.17123269e+00	+1.36750581e-01	+0.000000e+00
 43.69	+2.40045678e-03	+5.51378259e-03	+3.17259985e+00	+1.28539855e-01	+0.000000e+00
 43.70	+2.45556730e-03	+4.85853732e-03	+3.17388489e+00	+1.20016444e-01	+0.000000e+00
 43.71	+2.50412491e-03	+4.19222267e-03	+3.17508469e+00	+1.11202812e-01	+0.000000e+00
 43.72	+2.54601899e-03	+3.51656933e-03	+3.17619634e+00	+1.02122114e-01	+0.000000e+00
 43.73	+2.58115621e-03	+2.83332655e-03	+3.17721717e+00	+9.27981388e-02	+0.000000e+00
 43.74	+2.60946077e-03	+2.14425762e-03	+3.17814476e+00	+8.32552393e-02	+0.000000e+00
 43.75	+2.63087447e-03	+1.45113540e-03	+3.17897690e+00	+7.35182755e-02	+0.000000e+00
 43.76	+2.64535684e-03	+7.55737821e-04	+3.17971167e+00	+6.36125470e-02	+0.000000e+00
 43.77	+2.65288523e-03	+5.98434491e-05	+3.18034738e+00	+5.35637292e-02	+0.000000e+00
 43.78	+2.65345472e-03	-6.34772883e-04	+3.18088259e+00	+4.33978064e-02	+0.000000e+00
 43.79	+2.64707817e-03	-1.32634442e-03	+3.18131615e+00	+3.31410064e-02	+0.000000e+00
 43.80	+2.63378611e-03	-2.01311678e-03	+3.18164713e+00	+2.28197333e-02	+0.000000e+00
 43.81	+2.61362660e-03	-2.69335215e-03	+3.18187489e+00	+1.24605003e-02	+0.000000e+00
 43.82	+2.58666508e-03	-3.36533342e-03	+3.18199906e+00	+2.08986325e-03	+0.000000e+00
 43.83	+2.55298416e-03	-4.02736830e-03	+3.18201953e+00	-8.26564656e-03	+0.000000e+00
 43.84	+2.51268338e-03	-4.67779330e-03	+3.18193644e+00	-1.85795892e-02	+0.000000e+00
 43.85	+2.46587889e-03	-5.31497763e-03	+3.18175022e+00	-2.88256824e-02	+0.000000e+00
 43.86	+2.41270319e-03	-5.93732706e-03	+3.18146154e+00	-3.89778673e-02	+0.000000e+00
 43.87	+2.35330467e-03	-6.54328766e-03	+3.18107135e+00	-4.90103738e-02	+0.000000e+00
 43.88	+2.28784729e-03	-7.13134946e-03	+3.18058083e+00	-5.88977849e-02	+0.000000e+00
 43.89	+2.21651009e-03	-7.70005003e-03	+3.17999145e+00	-6.86151002e-02	+0.000000e+00
 43.90	+2.13948676e-03	-8.24797791e-03	+3.17930490e+00	-7.81377983e-02	+0.000000e+00
 43.91	+2.05698507e-03	-8.77377601e-03	+3.17852313e+00	-8.74418979e-02	+0.000000e+00
 43.92	+1.96922638e-03	-9.27614489e-03	+3.17764834e+00	-9.65040181e-02	+0.000000e+00
 43.93	+1.87644503e-03	-9.75384582e-03	+3.17668293e+00	-1.05301436e-01	+0.000000e+00
 43.94	+1.77888774e-03	-1.02057039e-02	+3.17562956e+00	-1.13812144e-01	+0.000000e+00
 43.95	+1.67681300e-03	-1.06306109e-02	+3.17449110e+00	-1.22014906e-01	+0.000000e+00
 43.96	+1.57049035e-03	-1.10275279e-02	+3.17327062e+00	-1.29889306e-01	+0.000000e+00
 43.97	+1.46019973e-03	-1.13954884e-02	+3.17197141e+00	-1.37415805e-01	+0.000000e+00
 43.98	+1.34623076e-03	-1.17336000e-02	+3.17059696e+00	-1.44575787e-01	+0.000000e+00
 43.99	+1.22888195e-03	-1.20410475e-02	+3.16915092e+00	-1.51351603e-01	+0.000000e+00
 44.00	+1.10845997e-03	-1.23170943e-02	+3.16763714e+00	-1.57726620e-01	+0.000000e+00
 44.01	+9.85278859e-04	-1.25610851e-02	+3.16605962e+00	-1.63685259e-01	+0.000000e+00
 44.02	+8.59659200e-04	-1.27724470e-02	+3.16442254e+00	-1.69213036e-01	+0.000000e+00
 44.03	+7.31927302e-04	-1.29506915e-02	+3.16273020e+00	-1.74296597e-01	+0.000000e+00
 44.04	+6.02414354e-04	-1.30954157e-02	+3.16098704e+00	-1.78923749e-01	+0.000000e+00
 44.05	+4.71455576e-04	-1.32063033e-02	+3.15919763e+00	-1.83083493e-01	+0.000000e+00
 44.06	+3.39389340e-04	-1.32831258e-02	+3.15736664e+00	-1.86766052e-01	+0.000000e+00
 44.07	+2.06556304e-04	-1.33257430e-02	+3.15549884e+00	-1.89962889e-01	+0.000000e+00
 44.08	+7.32985244e-05	-1.33341032e-02	+3.15359910e+00	-1.92666735e-01	+0.000000e+00
 44.09	-6.00414322e-05	-1.33082440e-02	+3.15167234e+00	-1.94871599e-01	+0.000000e+00
 44.10	-1.93121376e-04	-1.32482916e-02	+3.14972356e+00	-1.96572786e-01	+0.000000e+00
 44.11	-3.25600384e-04	-1.31544606e-02	+3.14775778e+00	-1.97766907e-01	+0.000000e+00
 44.12	-4.57139683e-04	-1.30270538e-02	+3.14578008e+00	-1.98451883e-01	+0.000000e+00
 44.13	-5.87403532e-04	-1.28664609e-02	+3.14379556e+00	-1.98626950e-01	+0.000000e+00
 44.14	-7.16060087e-04	-1.26731574e-02	+3.14180930e+00	-1.98292660e-01	+0.000000e+00
 44.15	-8.42782269e-04	-1.24477036e-02	+3.13982641e+00	-1.97450875e-01	+0.000000e+00
 44.16	-9.67248599e-04	-1.21907426e-02	+3.13785196e+00	-1.96104758e-01	+0.000000e+00
 44.17	-1.08914404e-03	-1.19029987e-02	+3.13589098e+00	-1.94258767e-01	+0.000000e+00
 44.18	-1.20816079e-03	-1.15852750e-02	+3.13394849e+00	-1.91918637e-01	+0.000000e+00
 44.19	-1.32399909e-03	-1.12384512e-02	+3.13202943e+00	-1.89091363e-01	+0.000000e+00
 44.20	-1.43636798e-03	-1.08634811e-02	+3.13013865e+00	-1.85785178e-01	+0.000000e+00
 44.21	-1.54498604e-03	-1.04613898e-02	+3.12828096e+00	-1.82009531e-01	+0.000000e+00
 44.22	-1.64958210e-03	-1.00332705e-02	+3.12646104e+00	-1.77775060e-01	+0.000000e+00
 44.23	-1.74989593e-03	-9.58028161e-03	+3.12468348e+00	-1.73093556e-01	+0.000000e+00
 44.24	-1.84567889e-03	-9.10364323e-03	+3.12295276e+00	-1.67977935e-01	+0.000000e+00
 44.25	-1.93669453e-03	-8.60463374e-03	+3.12127321e+00	-1.62442202e-01	+0.000000e+00
 44.26	-2.02271920e-03	-8.08458610e-03	+3.11964904e+00	-1.56501408e-01	+0.000000e+00
 44.27	-2.10354257e-03	-7.54488413e-03	+3.11808428e+00	-1.50171609e-01	+0.000000e+00
 44.28	-2.17896817e-03	-6.98695858e-03	+3.11658285e+00	-1.43469825e-01	+0.000000e+00
 44.29	-2.24881381e-03	-6.41228319e-03	+3.11514844e+00	-1.36413991e-01	+0.000000e+00
 44.30	-2.31291206e-03	-5.82237062e-03	+3.11378461e+00	-1.29022911e-01	+0.000000e+00
 44.31	-2.37111062e-03	-5.21876833e-03	+3.11249470e+00	-1.21316202e-01	+0.000000e+00
 44.32	-2.42327265e-03	-4.60305437e-03	+3.11128188e+00	-1.13314248e-01	+0.000000e+00
 44.33	-2.46927710e-03	-3.97683323e-03	+3.11014908e+00	-1.05038143e-01	+0.000000e+00
 44.34	-2.50901897e-03	-3.34173155e-03	+3.10909905e+00	-9.65096324e-02	+0.000000e+00
 44.35	-2.54240952e-03	-2.69939391e-03	+3.10813432e+00	-8.77510611e-02	+0.000000e+00
 44.36	-2.56937646e-03	-2.05147854e-03	+3.10725718e+00	-7.87853115e-02	+0.000000e+00
 44.37	-2.58986409e-03	-1.39965313e-03	+3.10646971e+00	-6.96357450e-02	+0.000000e+00
 44.38	-2.60383337e-03	-7.45590573e-04	+3.10577374e+00	-6.03261416e-02	+0.000000e+00
 44.39	-2.61126200e-03	-9.09647943e-05	+3.10517087e+00	-5.08806382e-02	+0.000000e+00
