  t[s]	          x1[m]	        x2[m/s]	        x3[rad]	      x4[rad/s]	        F[N]
  0.00	+0.00000000e+00	+0.00000000e+00	+1.00000000e-02	+0.00000000e+00	+0.000000e+00
  0.01	-7.37599199e-09	-1.77020109e-04	+1.00001080e-02	+2.59217025e-03	+0.000000e+00
  0.02	-1.78482100e-06	-3.50870924e-04	+1.00261372e-02	+5.17228880e-03	+0.000000e+00
  0.03	-5.30066333e-06	-5.22062568e-04	+1.00779674e-02	+7.74721250e-03	+0.000000e+00
  0.04	-1.05283321e-05	-6.91093994e-04	+1.01555469e-02	+1.03237336e-02	+0.000000e+00
  0.05	-1.74462454e-05	-8.58454373e-04	+1.02588919e-02	+1.29085981e-02	+0.000000e+00
  0.06	-2.60377129e-05	-1.02462445e-03	+1.03880862e-02	+1.55085236e-02	+0.000000e+00
  0.07	-3.62908514e-05	-1.19007789e-03	+1.05432807e-02	+1.81302174e-02	+0.000000e+00
  0.08	-4.81985138e-05	-1.35528254e-03	+1.07246933e-02	+2.07803940e-02	+0.000000e+00
  0.09	-6.17582316e-05	-1.52070171e-03	+1.09326091e-02	+2.34657927e-02	+0.000000e+00
  0.10	-7.69721693e-05	-1.68679546e-03	+1.11673807e-02	+2.61931950e-02	+0.000000e+00
  0.11	-9.38470916e-05	-1.85402178e-03	+1.14294283e-02	+2.89694422e-02	+0.000000e+00
  0.12	-1.12394343e-04	-2.02283783e-03	+1.17192407e-02	+3.18014527e-02	+0.000000e+00
  0.13	-1.32629841e-04	-2.19370115e-03	+1.20373759e-02	+3.46962399e-02	+0.000000e+00
  0.14	-1.54574076e-04	-2.36707082e-03	+1.23844618e-02	+3.76609294e-02	+0.000000e+00
  0.15	-1.78252131e-04	-2.54340871e-03	+1.27611978e-02	+4.07027771e-02	+0.000000e+00
  0.16	-2.03693709e-04	-2.72318059e-03	+1.31683559e-02	+4.38291874e-02	+0.000000e+00
  0.17	-2.30933168e-04	-2.90685739e-03	+1.36067818e-02	+4.70477310e-02	+0.000000e+00
  0.18	-2.60009577e-04	-3.09491633e-03	+1.40773974e-02	+5.03661640e-02	+0.000000e+00
  0.19	-2.90966779e-04	-3.28784213e-03	+1.45812018e-02	+5.37924465e-02	+0.000000e+00
  0.20	-3.23853462e-04	-3.48612825e-03	+1.51192739e-02	+5.73347619e-02	+0.000000e+00
  0.21	-3.58723250e-04	-3.69027803e-03	+1.56927743e-02	+6.10015367e-02	+0.000000e+00
  0.22	-3.95634802e-04	-3.90080598e-03	+1.63029479e-02	+6.48014607e-02	+0.000000e+00
  0.23	-4.34651921e-04	-4.11823899e-03	+1.69511268e-02	+6.87435079e-02	+0.000000e+00
  0.24	-4.75843681e-04	-4.34311762e-03	+1.76387324e-02	+7.28369573e-02	+0.000000e+00
  0.25	-5.19284560e-04	-4.57599734e-03	+1.83672793e-02	+7.70914155e-02	+0.000000e+00
  0.26	-5.65054593e-04	-4.81744987e-03	+1.91383778e-02	+8.15168387e-02	+0.000000e+00
  0.27	-6.13239534e-04	-5.06806450e-03	+1.99537381e-02	+8.61235564e-02	+0.000000e+00
  0.28	-6.63931027e-04	-5.32844945e-03	+2.08151736e-02	+9.09222953e-02	+0.000000e+00
  0.29	-7.17226804e-04	-5.59923327e-03	+2.17246050e-02	+9.59242043e-02	+0.000000e+00
  0.30	-7.73230879e-04	-5.88106626e-03	+2.26840644e-02	+1.01140880e-01	+0.000000e+00
  0.31	-8.32053773e-04	-6.17462192e-03	+2.36957000e-02	+1.06584394e-01	+0.000000e+00
  0.32	-8.93812740e-04	-6.48059843e-03	+2.47617807e-02	+1.12267321e-01	+0.000000e+00
  0.33	-9.58632021e-04	-6.79972024e-03	+2.58847012e-02	+1.18202765e-01	+0.000000e+00
  0.34	-1.02664310e-03	-7.13273955e-03	+2.70669872e-02	+1.24404392e-01	+0.000000e+00
  0.35	-1.09798498e-03	-7.48043802e-03	+2.83113012e-02	+1.30886461e-01	+0.000000e+00
  0.36	-1.17280449e-03	-7.84362832e-03	+2.96204482e-02	+1.37663854e-01	+0.000000e+00
  0.37	-1.25125659e-03	-8.22315590e-03	+3.09973821e-02	+1.44752110e-01	+0.000000e+00
  0.38	-1.33350468e-03	-8.61990069e-03	+3.24452121e-02	+1.52167463e-01	+0.000000e+00
  0.39	-1.41972097e-03	-9.03477885e-03	+3.39672101e-02	+1.59926874e-01	+0.000000e+00
  0.40	-1.51008684e-03	-9.46874461e-03	+3.55668172e-02	+1.68048072e-01	+0.000000e+00
  0.41	-1.60479320e-03	-9.92279211e-03	+3.72476521e-02	+1.76549590e-01	+0.000000e+00
  0.42	-1.70404092e-03	-1.03979572e-02	+3.90135189e-02	+1.85450808e-01	+0.000000e+00
  0.43	-1.80804122e-03	-1.08953196e-02	+4.08684153e-02	+1.94771997e-01	+0.000000e+00
  0.44	-1.91701611e-03	-1.14160044e-02	+4.28165420e-02	+2.04534359e-01	+0.000000e+00
  0.45	-2.03119887e-03	-1.19611844e-02	+4.48623116e-02	+2.14760075e-01	+0.000000e+00
  0.46	-2.15083449e-03	-1.25320818e-02	+4.70103587e-02	+2.25472354e-01	+0.000000e+00
  0.47	-2.27618022e-03	-1.31299703e-02	+4.92655499e-02	+2.36695481e-01	+0.000000e+00
  0.48	-2.40750602e-03	-1.37561771e-02	+5.16329946e-02	+2.48454867e-01	+0.000000e+00
  0.49	-2.54509512e-03	-1.44120845e-02	+5.41180567e-02	+2.60777105e-01	+0.000000e+00
  0.50	-2.68924459e-03	-1.50991320e-02	+5.67263658e-02	+2.73690025e-01	+0.000000e+00
  0.51	-2.84026589e-03	-1.58188180e-02	+5.94638298e-02	+2.87222747e-01	+0.000000e+00
  0.52	-2.99848548e-03	-1.65727014e-02	+6.23366482e-02	+3.01405746e-01	+0.000000e+00
  0.53	-3.16424540e-03	-1.73624034e-02	+6.53513250e-02	+3.16270911e-01	+0.000000e+00
  0.54	-3.33790390e-03	-1.81896086e-02	+6.85146833e-02	+3.31851604e-01	+0.000000e+00
  0.55	-3.51983608e-03	-1.90560661e-02	+7.18338798e-02	+3.48182730e-01	+0.000000e+00
  0.56	-3.71043455e-03	-1.99635909e-02	+7.53164203e-02	+3.65300804e-01	+0.000000e+00
  0.57	-3.91011006e-03	-2.09140640e-02	+7.89701759e-02	+3.83244012e-01	+0.000000e+00
  0.58	-4.11929218e-03	-2.19094326e-02	+8.28033997e-02	+4.02052290e-01	+0.000000e+00
  0.59	-4.33842993e-03	-2.29517102e-02	+8.68247440e-02	+4.21767389e-01	+0.000000e+00
  0.60	-4.56799250e-03	-2.40429754e-02	+9.10432789e-02	+4.42432950e-01	+0.000000e+00
  0.61	-4.80846985e-03	-2.51853708e-02	+9.54685109e-02	+4.64094576e-01	+0.000000e+00
  0.62	-5.06037337e-03	-2.63811001e-02	+1.00110403e-01	+4.86799906e-01	+0.000000e+00
  0.63	-5.32423651e-03	-2.76324256e-02	+1.04979393e-01	+5.10598690e-01	+0.000000e+00
  0.64	-5.60061532e-03	-2.89416634e-02	+1.10086419e-01	+5.35542858e-01	+0.000000e+00
  0.65	-5.89008901e-03	-3.03111779e-02	+1.15442937e-01	+5.61686601e-01	+0.000000e+00
  0.66	-6.19326046e-03	-3.17433749e-02	+1.21060945e-01	+5.89086434e-01	+0.000000e+00
  0.67	-6.51075659e-03	-3.32406925e-02	+1.26953006e-01	+6.17801265e-01	+0.000000e+00
  0.68	-6.84322872e-03	-3.48055906e-02	+1.33132272e-01	+6.47892467e-01	+0.000000e+00
  0.69	-7.19135274e-03	-3.64405375e-02	+1.39612510e-01	+6.79423932e-01	+0.000000e+00
  0.70	-7.55582926e-03	-3.81479940e-02	+1.46408126e-01	+7.12462127e-01	+0.000000e+00
  0.71	-7.93738346e-03	-3.99303944e-02	+1.53534190e-01	+7.47076146e-01	+0.000000e+00
  0.72	-8.33676489e-03	-4.17901245e-02	+1.61006462e-01	+7.83337744e-01	+0.000000e+00
  0.73	-8.75474694e-03	-4.37294942e-02	+1.68841422e-01	+8.21321372e-01	+0.000000e+00
  0.74	-9.19212610e-03	-4.57507069e-02	+1.77056293e-01	+8.61104187e-01	+0.000000e+00
  0.75	-9.64972087e-03	-4.78558225e-02	+1.85669071e-01	+9.02766059e-01	+0.000000e+00
  0.76	-1.01283704e-02	-5.00467152e-02	+1.94698549e-01	+9.46389550e-01	+0.000000e+00
  0.77	-1.06289325e-02	-5.23250239e-02	+2.04164347e-01	+9.92059883e-01	+0.000000e+00
  0.78	-1.11522813e-02	-5.46920952e-02	+2.14086938e-01	+1.03986488e+00	+0.000000e+00
  0.79	-1.16993046e-02	-5.71489178e-02	+2.24487671e-01	+1.08989486e+00	+0.000000e+00
  0.80	-1.22708999e-02	-5.96960468e-02	+2.35388801e-01	+1.14224256e+00	+0.000000e+00
  0.81	-1.28679703e-02	-6.23335181e-02	+2.46813508e-01	+1.19700295e+00	+0.000000e+00
  0.82	-1.34914191e-02	-6.50607499e-02	+2.58785924e-01	+1.25427303e+00	+0.000000e+00
  0.83	-1.41421439e-02	-6.78764313e-02	+2.71331149e-01	+1.31415165e+00	+0.000000e+00
  0.84	-1.48210291e-02	-7.07783969e-02	+2.84475273e-01	+1.37673916e+00	+0.000000e+00
  0.85	-1.55289375e-02	-7.37634850e-02	+2.98245389e-01	+1.44213713e+00	+0.000000e+00
  0.86	-1.62667000e-02	-7.68273786e-02	+3.12669607e-01	+1.51044793e+00	+0.000000e+00
  0.87	-1.70351045e-02	-7.99644290e-02	+3.27777058e-01	+1.58177428e+00	+0.000000e+00
  0.88	-1.78348822e-02	-8.31674586e-02	+3.43597902e-01	+1.65621876e+00	+0.000000e+00
  0.89	-1.86666927e-02	-8.64275447e-02	+3.60163326e-01	+1.73388320e+00	+0.000000e+00
  0.90	-1.95311059e-02	-8.97337807e-02	+3.77505532e-01	+1.81486802e+00	+0.000000e+00
  0.91	-2.04285828e-02	-9.30730173e-02	+3.95657729e-01	+1.89927158e+00	+0.000000e+00
  0.92	-2.13594528e-02	-9.64295807e-02	+4.14654108e-01	+1.98718933e+00	+0.000000e+00
  0.93	-2.23238885e-02	-9.97849719e-02	+4.34529814e-01	+2.07871301e+00	+0.000000e+00
  0.94	-2.33218770e-02	-1.03117545e-01	+4.55320912e-01	+2.17392976e+00	+0.000000e+00
  0.95	-2.43531893e-02	-1.06402170e-01	+4.77064334e-01	+2.27292119e+00	+0.000000e+00
  0.96	-2.54173447e-02	-1.09609879e-01	+4.99797830e-01	+2.37576242e+00	+0.000000e+00
  0.97	-2.65135726e-02	-1.12707509e-01	+5.23559903e-01	+2.48252118e+00	+0.000000e+00
  0.98	-2.76407706e-02	-1.15657335e-01	+5.48389728e-01	+2.59325683e+00	+0.000000e+00
  0.99	-2.87974589e-02	-1.18416710e-01	+5.74327078e-01	+2.70801953e+00	+0.000000e+00
  1.00	-2.99817311e-02	-1.20937716e-01	+6.01412225e-01	+2.82684944e+00	+0.000000e+00
  1.01	-3.11912011e-02	-1.23166843e-01	+6.29685841e-01	+2.94977612e+00	+0.000000e+00
  1.02	-3.24229478e-02	-1.25044692e-01	+6.59188895e-01	+3.07681802e+00	+0.000000e+00
  1.03	-3.36734556e-02	-1.26505737e-01	+6.89962540e-01	+3.20798226e+00	+0.000000e+00
  1.04	-3.49385535e-02	-1.27478141e-01	+7.22047999e-01	+3.34326466e+00	+0.000000e+00
  1.05	-3.62133519e-02	-1.27883649e-01	+7.55486454e-01	+3.48265002e+00	+0.000000e+00
  1.06	-3.74921781e-02	-1.27637579e-01	+7.90318931e-01	+3.62611285e+00	+0.000000e+00
  1.07	-3.87685128e-02	-1.26648912e-01	+8.26586205e-01	+3.77361840e+00	+0.000000e+00
  1.08	-4.00349257e-02	-1.24820506e-01	+8.64328702e-01	+3.92512404e+00	+0.000000e+00
  1.09	-4.12830154e-02	-1.22049452e-01	+9.03586420e-01	+4.08058110e+00	+0.000000e+00
  1.10	-4.25033507e-02	-1.18227570e-01	+9.44398870e-01	+4.23993697e+00	+0.000000e+00
  1.11	-4.36854188e-02	-1.13242072e-01	+9.86805040e-01	+4.40313752e+00	+0.000000e+00
  1.12	-4.48175785e-02	-1.06976394e-01	+1.03084337e+00	+4.57012968e+00	+0.000000e+00
  1.13	-4.58870231e-02	-9.93112096e-02	+1.07655178e+00	+4.74086409e+00	+0.000000e+00
  1.14	-4.68797525e-02	-9.01256413e-02	+1.12396769e+00	+4.91529761e+00	+0.000000e+00
  1.15	-4.77805579e-02	-7.92986796e-02	+1.17312809e+00	+5.09339549e+00	+0.000000e+00
  1.16	-4.85730203e-02	-6.67108323e-02	+1.22406962e+00	+5.27513300e+00	+0.000000e+00
  1.17	-4.92395260e-02	-5.22460331e-02	+1.27682867e+00	+5.46049608e+00	+0.000000e+00
  1.18	-4.97613009e-02	-3.57938508e-02	+1.33144150e+00	+5.64948071e+00	+0.000000e+00
  1.19	-5.01184670e-02	-1.72520548e-02	+1.38794434e+00	+5.84209056e+00	+0.000000e+00
  1.20	-5.02901242e-02	+3.47038303e-03	+1.44637342e+00	+6.03833240e+00	+0.000000e+00
  1.21	-5.02544630e-02	+2.64497485e-02	+1.50676507e+00	+6.23820855e+00	+0.000000e+00
  1.22	-4.99889117e-02	+5.17433746e-02	+1.56915564e+00	+6.44170576e+00	+0.000000e+00
  1.23	-4.94703264e-02	+7.93845965e-02	+1.63358132e+00	+6.64877959e+00	+0.000000e+00
  1.24	-4.86752309e-02	+1.09376678e-01	+1.70007789e+00	+6.85933321e+00	+0.000000e+00
  1.25	-4.75801180e-02	+1.41685488e-01	+1.76868013e+00	+7.07318963e+00	+0.000000e+00
  1.26	-4.61618239e-02	+1.76230705e-01	+1.83942106e+00	+7.29005600e+00	+0.000000e+00
  1.27	-4.43979900e-02	+2.12875330e-01	+1.91233077e+00	+7.50947875e+00	+0.000000e+00
  1.28	-4.22676311e-02	+2.51413385e-01	+1.98743478e+00	+7.73078874e+00	+0.000000e+00
  1.29	-3.97518247e-02	+2.91555826e-01	+2.06475192e+00	+7.95303585e+00	+0.000000e+00
  1.30	-3.68345432e-02	+3.32914986e-01	+2.14429153e+00	+8.17491401e+00	+0.000000e+00
  1.31	-3.35036403e-02	+3.74988373e-01	+2.22604982e+00	+8.39467947e+00	+0.000000e+00
  1.32	-2.97520001e-02	+4.17143360e-01	+2.31000559e+00	+8.61006860e+00	+0.000000e+00
  1.33	-2.55788388e-02	+4.58605302e-01	+2.39611495e+00	+8.81822605e+00	+0.000000e+00
  1.34	-2.09911254e-02	+4.98452836e-01	+2.48430544e+00	+9.01565999e+00	+0.000000e+00
  1.35	-1.60050480e-02	+5.35625344e-01	+2.57446965e+00	+9.19824737e+00	+0.000000e+00
  1.36	-1.06474059e-02	+5.68948307e-01	+2.66645892e+00	+9.36131640e+00	+0.000000e+00
  1.37	-4.95674617e-03	+5.97181912e-01	+2.76007786e+00	+9.49983282e+00	+0.000000e+00
  1.38	+1.01598637e-03	+6.19095818e-01	+2.85508072e+00	+9.60870595e+00	+0.000000e+00
  1.39	+7.20754795e-03	+6.33567855e-01	+2.95117089e+00	+9.68320742e+00	+0.000000e+00
  1.40	+1.35434823e-02	+6.39696977e-01	+3.04800447e+00	+9.71946069e+00	+0.000000e+00
  1.41	+1.99403365e-02	+6.36912835e-01	+3.14519889e+00	+9.71492200e+00	+0.000000e+00
  1.42	+2.63089714e-02	+6.25059382e-01	+3.24234619e+00	+9.66874968e+00	+0.000000e+00
  1.43	+3.25587061e-02	+6.04431570e-01	+3.33903007e+00	+9.58196601e+00	+0.000000e+00
  1.44	+3.86018273e-02	+5.75753703e-01	+3.43484454e+00	+9.45736032e+00	+0.000000e+00
  1.45	+4.43578791e-02	+5.40102719e-01	+3.52941156e+00	+9.29915025e+00	+0.000000e+00
  1.46	+4.97571854e-02	+4.98793679e-01	+3.62239528e+00	+9.11248207e+00	+0.000000e+00
  1.47	+5.47432247e-02	+4.53252194e-01	+3.71351137e+00	+8.90288349e+00	+0.000000e+00
  1.48	+5.92737320e-02	+4.04897345e-01	+3.80253074e+00	+8.67577389e+00	+0.000000e+00
  1.49	+6.33206285e-02	+3.55050906e-01	+3.88927850e+00	+8.43609943e+00	+0.000000e+00
  1.50	+6.68690471e-02	+3.04878859e-01	+3.97362916e+00	+8.18811471e+00	+0.000000e+00
  1.51	+6.99157725e-02	+2.55363144e-01	+4.05549977e+00	+7.93529657e+00	+0.000000e+00
  1.52	+7.24674011e-02	+2.07296995e-01	+4.13484212e+00	+7.68035687e+00	+0.000000e+00
  1.53	+7.45384542e-02	+1.61295977e-01	+4.21163506e+00	+7.42531727e+00	+0.000000e+00
  1.54	+7.61496022e-02	+1.17817674e-01	+4.28587766e+00	+7.17161427e+00	+0.000000e+00
  1.55	+7.73260858e-02	+7.71847551e-02	+4.35758333e+00	+6.92021216e+00	+0.000000e+00
  1.56	+7.80963675e-02	+3.96079989e-02	+4.42677509e+00	+6.67170987e+00	+0.000000e+00
  1.57	+7.84910140e-02	+5.20736744e-03	+4.49348197e+00	+6.42643461e+00	+0.000000e+00
  1.58	+7.85417885e-02	-2.59697128e-02	+4.55773624e+00	+6.18451988e+00	+0.000000e+00
  1.59	+7.82809260e-02	-5.39330349e-02	+4.61957150e+00	+5.94596796e+00	+0.000000e+00
  1.60	+7.77405620e-02	-7.87370639e-02	+4.67902137e+00	+5.71069835e+00	+0.000000e+00
  1.61	+7.69522857e-02	-1.00470792e-01	+4.73611869e+00	+5.47858428e+00	+0.000000e+00
  1.62	+7.59467952e-02	-1.19249587e-01	+4.79089498e+00	+5.24947941e+00	+0.000000e+00
  1.63	+7.47536342e-02	-1.35208628e-01	+4.84338035e+00	+5.02323648e+00	+0.000000e+00
  1.64	+7.34009941e-02	-1.48497608e-01	+4.89360340e+00	+4.79971978e+00	+0.000000e+00
  1.65	+7.19155688e-02	-1.59276394e-01	+4.94159139e+00	+4.57881259e+00	+0.000000e+00
  1.66	+7.03224533e-02	-1.67711440e-01	+4.98737042e+00	+4.36042090e+00	+0.000000e+00
  1.67	+6.86450779e-02	-1.73972782e-01	+5.03096563e+00	+4.14447420e+00	+0.000000e+00
  1.68	+6.69051725e-02	-1.78231488e-01	+5.07240148e+00	+3.93092421e+00	+0.000000e+00
  1.69	+6.51227565e-02	-1.80657484e-01	+5.11170192e+00	+3.71974201e+00	+0.000000e+00
  1.70	+6.33161499e-02	-1.81417694e-01	+5.14889064e+00	+3.51091424e+00	+0.000000e+00
  1.71	+6.15020039e-02	-1.80674464e-01	+5.18399118e+00	+3.30443877e+00	+0.000000e+00
  1.72	+5.96953463e-02	-1.78584237e-01	+5.21702706e+00	+3.10032004e+00	+0.000000e+00
  1.73	+5.79096408e-02	-1.75296476e-01	+5.24802185e+00	+2.89856454e+00	+0.000000e+00
  1.74	+5.61568570e-02	-1.70952813e-01	+5.27699919e+00	+2.69917655e+00	+0.000000e+00
  1.75	+5.44475483e-02	-1.65686418e-01	+5.30398275e+00	+2.50215427e+00	+0.000000e+00
  1.76	+5.27909367e-02	-1.59621589e-01	+5.32899618e+00	+2.30748655e+00	+0.000000e+00
  1.77	+5.11950020e-02	-1.52873523e-01	+5.35206303e+00	+2.11515022e+00	+0.000000e+00
  1.78	+4.96665720e-02	-1.45548288e-01	+5.37320661e+00	+1.92510805e+00	+0.000000e+00
  1.79	+4.82114143e-02	-1.37742938e-01	+5.39244987e+00	+1.73730732e+00	+0.000000e+00
  1.80	+4.68343264e-02	-1.29545793e-01	+5.40981521e+00	+1.55167905e+00	+0.000000e+00
  1.81	+4.55392230e-02	-1.21036831e-01	+5.42532435e+00	+1.36813774e+00	+0.000000e+00
  1.82	+4.43292192e-02	-1.12288185e-01	+5.43899816e+00	+1.18658161e+00	+0.000000e+00
  1.83	+4.32067092e-02	-1.03364724e-01	+5.45085649e+00	+1.00689325e+00	+0.000000e+00
  1.84	+4.21734386e-02	-9.43247034e-02	+5.46091801e+00	+8.28940654e-01	+0.000000e+00
  1.85	+4.12305709e-02	-8.52204512e-02	+5.46920007e+00	+6.52578517e-01	+0.000000e+00
  1.86	+4.03787465e-02	-7.60990955e-02	+5.47571856e+00	+4.77649726e-01	+0.000000e+00
  1.87	+3.96181345e-02	-6.70033051e-02	+5.48048782e+00	+3.03987042e-01	+0.000000e+00
  1.88	+3.89484778e-02	-5.79720396e-02	+5.48352050e+00	+1.31414881e-01	+0.000000e+00
  1.89	+3.83691295e-02	-4.90412970e-02	+5.48482750e+00	-4.02488481e-02	+0.000000e+00
  1.90	+3.78790830e-02	-4.02448537e-02	+5.48441789e+00	-2.11190873e-01	+0.000000e+00
  1.91	+3.74769941e-02	-3.16149896e-02	+5.48229888e+00	-3.81600693e-01	+0.000000e+00
  1.92	+3.71611955e-02	-2.31831963e-02	+5.47847579e+00	-5.51668740e-01	+0.000000e+00
  1.93	+3.69297053e-02	-1.49808623e-02	+5.47295202e+00	-7.21584596e-01	+0.000000e+00
  1.94	+3.67802276e-02	-7.03993432e-03	+5.46572909e+00	-8.91535277e-01	+0.000000e+00
  1.95	+3.67101469e-02	+6.06449110e-04	+5.45680665e+00	-1.06170360e+00	+0.000000e+00
  1.96	+3.67165163e-02	+7.92335431e-03	+5.44618251e+00	-1.23226667e+00	+0.000000e+00
  1.97	+3.67960394e-02	+1.48734832e-02	+5.43385271e+00	-1.40339446e+00	+0.000000e+00
  1.98	+3.69450469e-02	+2.14166425e-02	+5.41981160e+00	-1.57524857e+00	+0.000000e+00
  1.99	+3.71594672e-02	+2.75092552e-02	+5.40405192e+00	-1.74798112e+00	+0.000000e+00
  2.00	+3.74347929e-02	+3.31039230e-02	+5.38656487e+00	-1.92173382e+00	+0.000000e+00
  2.01	+3.77660424e-02	+3.81490436e-02	+5.36734025e+00	-2.09663730e+00	+0.000000e+00
  2.02	+3.81477178e-02	+4.25884944e-02	+5.34636653e+00	-2.27281057e+00	+0.000000e+00
  2.03	+3.85737600e-02	+4.63613888e-02	+5.32363103e+00	-2.45036086e+00	+0.000000e+00
  2.04	+3.90375006e-02	+4.94019187e-02	+5.29911996e+00	-2.62938357e+00	+0.000000e+00
  2.05	+3.95316130e-02	+5.16392902e-02	+5.27281860e+00	-2.80996267e+00	+0.000000e+00
  2.06	+4.00480626e-02	+5.29977676e-02	+5.24471138e+00	-2.99217123e+00	+0.000000e+00
  2.07	+4.05780570e-02	+5.33968341e-02	+5.21478201e+00	-3.17607235e+00	+0.000000e+00
  2.08	+4.11119985e-02	+5.27514839e-02	+5.18301355e+00	-3.36172023e+00	+0.000000e+00
  2.09	+4.16394392e-02	+5.09726551e-02	+5.14938854e+00	-3.54916155e+00	+0.000000e+00
  2.10	+4.21490406e-02	+4.79678174e-02	+5.11388903e+00	-3.73843692e+00	+0.000000e+00
  2.11	+4.26285386e-02	+4.36417263e-02	+5.07649670e+00	-3.92958241e+00	+0.000000e+00
  2.12	+4.30647166e-02	+3.78973584e-02	+5.03719283e+00	-4.12263104e+00	+0.000000e+00
  2.13	+4.34433878e-02	+3.06370437e-02	+4.99595840e+00	-4.31761395e+00	+0.000000e+00
  2.14	+4.37493886e-02	+2.17638142e-02	+4.95277405e+00	-4.51456128e+00	+0.000000e+00
  2.15	+4.39665859e-02	+1.11829953e-02	+4.90762015e+00	-4.71350227e+00	+0.000000e+00
  2.16	+4.40779002e-02	-1.19592961e-03	+4.86047676e+00	-4.91446446e+00	+0.000000e+00
  2.17	+4.40653468e-02	-1.54571360e-02	+4.81132365e+00	-5.11747160e+00	+0.000000e+00
  2.18	+4.39100997e-02	-3.16759039e-02	+4.76014039e+00	-5.32253985e+00	+0.000000e+00
  2.19	+4.35925808e-02	-4.99156197e-02	+4.70690636e+00	-5.52967183e+00	+0.000000e+00
  2.20	+4.30925785e-02	-7.02242475e-02	+4.65160093e+00	-5.73884788e+00	+0.000000e+00
  2.21	+4.23894025e-02	-9.26301634e-02	+4.59420365e+00	-5.95001407e+00	+0.000000e+00
  2.22	+4.14620799e-02	-1.17137229e-01	+4.53469463e+00	-6.16306606e+00	+0.000000e+00
  2.23	+4.02896001e-02	-1.43718968e-01	+4.47305503e+00	-6.37782809e+00	+0.000000e+00
  2.24	+3.88512192e-02	-1.72311716e-01	+4.40926774e+00	-6.59402638e+00	+0.000000e+00
  2.25	+3.71268315e-02	-2.02806616e-01	+4.34331842e+00	-6.81125605e+00	+0.000000e+00
  2.26	+3.50974223e-02	-2.35040412e-01	+4.27519679e+00	-7.02894102e+00	+0.000000e+00
  2.27	+3.27456123e-02	-2.68785086e-01	+4.20489832e+00	-7.24628688e+00	+0.000000e+00
  2.28	+3.00563051e-02	-3.03736575e-01	+4.13242646e+00	-7.46222721e+00	+0.000000e+00
  2.29	+2.70174491e-02	-3.39503118e-01	+4.05779530e+00	-7.67536547e+00	+0.000000e+00
  2.30	+2.36209142e-02	-3.75594216e-01	+3.98103296e+00	-7.88391636e+00	+0.000000e+00
  2.31	+1.98634796e-02	-4.11411784e-01	+3.90218539e+00	-8.08565342e+00	+0.000000e+00
  2.32	+1.57479102e-02	-4.46245781e-01	+3.82132085e+00	-8.27787304e+00	+0.000000e+00
  2.33	+1.12840760e-02	-4.79277366e-01	+3.73853464e+00	-8.45738878e+00	+0.000000e+00
  2.34	+6.49003903e-03	-5.09593155e-01	+3.65395395e+00	-8.62057304e+00	+0.000000e+00
  2.35	+1.39299807e-03	-5.36214137e-01	+3.56774226e+00	-8.76346325e+00	+0.000000e+00
  2.36	-3.97005721e-03	-5.58141794e-01	+3.48010269e+00	-8.88194624e+00	+0.000000e+00
  2.37	-9.55215377e-03	-5.74421488e-01	+3.39127947e+00	-8.97202273e+00	+0.000000e+00
  2.38	-1.52967772e-02	-5.84219215e-01	+3.30155682e+00	-9.03013636e+00	+0.000000e+00
  2.39	-2.11390816e-02	-5.86902980e-01	+3.21125448e+00	-9.05352845e+00	+0.000000e+00
  2.40	-2.70079123e-02	-5.82115849e-01	+3.12071974e+00	-9.04055992e+00	+0.000000e+00
  2.41	-3.28285590e-02	-5.69826111e-01	+3.03031620e+00	-8.99093387e+00	+0.000000e+00
  2.42	-3.85260087e-02	-5.50342718e-01	+2.94041041e+00	-8.90576468e+00	+0.000000e+00
  2.43	-4.40283506e-02	-5.24291036e-01	+2.85135769e+00	-8.78747171e+00	+0.000000e+00
  2.44	-4.92699388e-02	-4.92553083e-01	+2.76348914e+00	-8.63951745e+00	+0.000000e+00
  2.45	-5.41939545e-02	-4.56184265e-01	+2.67710119e+00	-8.46604626e+00	+0.000000e+00
  2.46	-5.87541364e-02	-4.16322478e-01	+2.59244884e+00	-8.27149581e+00	+0.000000e+00
  2.47	-6.29156021e-02	-3.74104362e-01	+2.50974268e+00	-8.06024714e+00	+0.000000e+00
  2.48	-6.66548331e-02	-3.30598815e-01	+2.42914954e+00	-7.83635657e+00	+0.000000e+00
  2.49	-6.99589947e-02	-2.86762022e-01	+2.35079568e+00	-7.60338516e+00	+0.000000e+00
  2.50	-7.28248086e-02	-2.43413262e-01	+2.27477179e+00	-7.36431945e+00	+0.000000e+00
  2.51	-7.52571835e-02	-2.01227683e-01	+2.20113871e+00	-7.12156398e+00	+0.000000e+00
  2.52	-7.72677733e-02	-1.60741117e-01	+2.12993326e+00	-6.87698220e+00	+0.000000e+00
  2.53	-7.88735852e-02	-1.22362238e-01	+2.06117364e+00	-6.63196448e+00	+0.000000e+00
  2.54	-8.00957085e-02	-8.63883010e-02	+1.99486419e+00	-6.38750681e+00	+0.000000e+00
  2.55	-8.09582012e-02	-5.30218192e-02	+1.93099925e+00	-6.14428917e+00	+0.000000e+00
  2.56	-8.14871427e-02	-2.23865524e-02	+1.86956642e+00	-5.90274714e+00	+0.000000e+00
  2.57	-8.17098479e-02	+5.45807501e-03	+1.81054894e+00	-5.66313375e+00	+0.000000e+00
