  t[s]	          x1[m]	        x2[m/s]	        x3[rad]	      x4[rad/s]	        F[N]
 17.79	-8.98323446e-11	+3.83626925e-10	-7.05981063e-11	+6.67362355e-11	-1.315786e-10
 17.80	-8.59963693e-11	+3.76572310e-10	-6.99307373e-11	+6.68966263e-11	-1.330269e-10
 17.81	-8.22309370e-11	+3.69592292e-10	-6.92617652e-11	+6.70362731e-11	-1.344067e-10
 17.82	-7.85353018e-11	+3.62686840e-10	-6.85913975e-11	+6.71556398e-11	-1.357195e-10
 17.83	-7.49087180e-11	+3.55855904e-10	-6.79198369e-11	+6.72551837e-11	-1.369664e-10
 17.84	-7.13504405e-11	+3.49099416e-10	-6.72472817e-11	+6.73353566e-11	-1.381487e-10
 17.85	-6.78597248e-11	+3.42417292e-10	-6.65739256e-11	+6.73966040e-11	-1.392678e-10
 17.86	-6.44358272e-11	+3.35809429e-10	-6.58999578e-11	+6.74393657e-11	-1.403248e-10
 17.87	-6.10780052e-11	+3.29275711e-10	-6.52255631e-11	+6.74640753e-11	-1.413209e-10
 17.88	-5.77855172e-11	+3.22816002e-10	-6.45509221e-11	+6.74711608e-11	-1.422574e-10
 17.89	-5.45576233e-11	+3.16430154e-10	-6.38762109e-11	+6.74610442e-11	-1.431355e-10
 17.90	-5.13935847e-11	+3.10118003e-10	-6.32016015e-11	+6.74341418e-11	-1.439564e-10
 17.91	-4.82926647e-11	+3.03879370e-10	-6.25272619e-11	+6.73908641e-11	-1.447211e-10
 17.92	-4.52541278e-11	+2.97714060e-10	-6.18533558e-11	+6.73316157e-11	-1.454309e-10
 17.93	-4.22772411e-11	+2.91621869e-10	-6.11800427e-11	+6.72567957e-11	-1.460870e-10
 17.94	-3.93612732e-11	+2.85602574e-10	-6.05074785e-11	+6.71667976e-11	-1.466904e-10
 17.95	-3.65054953e-11	+2.79655942e-10	-5.98358149e-11	+6.70620089e-11	-1.472422e-10
 17.96	-3.37091806e-11	+2.73781726e-10	-5.91651998e-11	+6.69428119e-11	-1.477437e-10
 17.97	-3.09716051e-11	+2.67979669e-10	-5.84957772e-11	+6.68095831e-11	-1.481957e-10
 17.98	-2.82920472e-11	+2.62249499e-10	-5.78276875e-11	+6.66626937e-11	-1.485995e-10
 17.99	-2.56697879e-11	+2.56590935e-10	-5.71610672e-11	+6.65025093e-11	-1.489561e-10
 18.00	-2.31041114e-11	+2.51003681e-10	-5.64960493e-11	+6.63293899e-11	-1.492664e-10
 18.01	-2.05943044e-11	+2.45487434e-10	-5.58327632e-11	+6.61436904e-11	-1.495317e-10
 18.02	-1.81396570e-11	+2.40041879e-10	-5.51713345e-11	+6.59457602e-11	-1.497528e-10
 18.03	-1.57394622e-11	+2.34666690e-10	-5.45118857e-11	+6.57359434e-11	-1.499308e-10
 18.04	-1.33930163e-11	+2.29361532e-10	-5.38545355e-11	+6.55145788e-11	-1.500667e-10
 18.05	-1.10996192e-11	+2.24126060e-10	-5.31993994e-11	+6.52820000e-11	-1.501614e-10
 18.06	-8.85857381e-12	+2.18959919e-10	-5.25465895e-11	+6.50385354e-11	-1.502159e-10
 18.07	-6.66918701e-12	+2.13862746e-10	-5.18962147e-11	+6.47845082e-11	-1.502312e-10
 18.08	-4.53076908e-12	+2.08834170e-10	-5.12483807e-11	+6.45202367e-11	-1.502083e-10
 18.09	-2.44263407e-12	+2.03873809e-10	-5.06031897e-11	+6.42460338e-11	-1.501479e-10
 18.10	-4.04099836e-13	+1.98981276e-10	-4.99607412e-11	+6.39622076e-11	-1.500511e-10
 18.11	+1.58551188e-12	+1.94156175e-10	-4.93211313e-11	+6.36690613e-11	-1.499188e-10
 18.12	+3.52687537e-12	+1.89398102e-10	-4.86844533e-11	+6.33668929e-11	-1.497518e-10
 18.13	+5.42066091e-12	+1.84706645e-10	-4.80507973e-11	+6.30559956e-11	-1.495510e-10
 18.14	+7.26753464e-12	+1.80081387e-10	-4.74202507e-11	+6.27366580e-11	-1.493172e-10
 18.15	+9.06815853e-12	+1.75521905e-10	-4.67928978e-11	+6.24091635e-11	-1.490515e-10
 18.16	+1.08231903e-11	+1.71027765e-10	-4.61688201e-11	+6.20737910e-11	-1.487544e-10
 18.17	+1.25332834e-11	+1.66598533e-10	-4.55480965e-11	+6.17308146e-11	-1.484270e-10
 18.18	+1.41990869e-11	+1.62233765e-10	-4.49308029e-11	+6.13805039e-11	-1.480700e-10
 18.19	+1.58212453e-11	+1.57933012e-10	-4.43170128e-11	+6.10231235e-11	-1.476842e-10
 18.20	+1.74003989e-11	+1.53695820e-10	-4.37067967e-11	+6.06589336e-11	-1.472704e-10
 18.21	+1.89371832e-11	+1.49521732e-10	-4.31002228e-11	+6.02881901e-11	-1.468293e-10
 18.22	+2.04322292e-11	+1.45410281e-10	-4.24973566e-11	+5.99111441e-11	-1.463618e-10
 18.23	+2.18861633e-11	+1.41361001e-10	-4.18982612e-11	+5.95280424e-11	-1.458686e-10
 18.24	+2.32996071e-11	+1.37373419e-10	-4.13029970e-11	+5.91391272e-11	-1.453505e-10
 18.25	+2.46731777e-11	+1.33447056e-10	-4.07116221e-11	+5.87446365e-11	-1.448081e-10
 18.26	+2.60074872e-11	+1.29581432e-10	-4.01241924e-11	+5.83448041e-11	-1.442422e-10
 18.27	+2.73031430e-11	+1.25776062e-10	-3.95407612e-11	+5.79398594e-11	-1.436535e-10
 18.28	+2.85607475e-11	+1.22030457e-10	-3.89613797e-11	+5.75300274e-11	-1.430427e-10
 18.29	+2.97808985e-11	+1.18344126e-10	-3.83860967e-11	+5.71155291e-11	-1.424105e-10
 18.30	+3.09641886e-11	+1.14716574e-10	-3.78149589e-11	+5.66965815e-11	-1.417575e-10
 18.31	+3.21112056e-11	+1.11147303e-10	-3.72480107e-11	+5.62733973e-11	-1.410845e-10
 18.32	+3.32225323e-11	+1.07635812e-10	-3.66852945e-11	+5.58461851e-11	-1.403920e-10
 18.33	+3.42987465e-11	+1.04181598e-10	-3.61268506e-11	+5.54151498e-11	-1.396807e-10
 18.34	+3.53404209e-11	+1.00784156e-10	-3.55727173e-11	+5.49804919e-11	-1.389513e-10
 18.35	+3.63481233e-11	+9.74429774e-11	-3.50229306e-11	+5.45424085e-11	-1.382044e-10
 18.36	+3.73224161e-11	+9.41575534e-11	-3.44775249e-11	+5.41010924e-11	-1.374405e-10
 18.37	+3.82638571e-11	+9.09273722e-11	-3.39365325e-11	+5.36567328e-11	-1.366603e-10
 18.38	+3.91729985e-11	+8.77519206e-11	-3.33999838e-11	+5.32095151e-11	-1.358644e-10
 18.39	+4.00503876e-11	+8.46306840e-11	-3.28679074e-11	+5.27596208e-11	-1.350533e-10
 18.40	+4.08965667e-11	+8.15631466e-11	-3.23403300e-11	+5.23072280e-11	-1.342276e-10
 18.41	+4.17120725e-11	+7.85487911e-11	-3.18172767e-11	+5.18525108e-11	-1.333879e-10
 18.42	+4.24974370e-11	+7.55870997e-11	-3.12987706e-11	+5.13956400e-11	-1.325347e-10
 18.43	+4.32531868e-11	+7.26775533e-11	-3.07848334e-11	+5.09367828e-11	-1.316686e-10
 18.44	+4.39798432e-11	+6.98196324e-11	-3.02754847e-11	+5.04761026e-11	-1.307901e-10
 18.45	+4.46779226e-11	+6.70128169e-11	-2.97707430e-11	+5.00137596e-11	-1.298997e-10
 18.46	+4.53479359e-11	+6.42565863e-11	-2.92706247e-11	+4.95499106e-11	-1.289979e-10
 18.47	+4.59903891e-11	+6.15504198e-11	-2.87751450e-11	+4.90847088e-11	-1.280853e-10
 18.48	+4.66057826e-11	+5.88937966e-11	-2.82843173e-11	+4.86183042e-11	-1.271622e-10
 18.49	+4.71946119e-11	+5.62861957e-11	-2.77981538e-11	+4.81508435e-11	-1.262293e-10
 18.50	+4.77573672e-11	+5.37270966e-11	-2.73166648e-11	+4.76824700e-11	-1.252869e-10
 18.51	+4.82945335e-11	+5.12159787e-11	-2.68398597e-11	+4.72133239e-11	-1.243356e-10
 18.52	+4.88065907e-11	+4.87523221e-11	-2.63677460e-11	+4.67435423e-11	-1.233757e-10
 18.53	+4.92940132e-11	+4.63356072e-11	-2.59003302e-11	+4.62732590e-11	-1.224078e-10
 18.54	+4.97572705e-11	+4.39653152e-11	-2.54376172e-11	+4.58026048e-11	-1.214323e-10
 18.55	+5.01968268e-11	+4.16409281e-11	-2.49796108e-11	+4.53317075e-11	-1.204496e-10
 18.56	+5.06131411e-11	+3.93619285e-11	-2.45263134e-11	+4.48606916e-11	-1.194601e-10
 18.57	+5.10066673e-11	+3.71278003e-11	-2.40777261e-11	+4.43896790e-11	-1.184642e-10
 18.58	+5.13778541e-11	+3.49380284e-11	-2.36338489e-11	+4.39187886e-11	-1.174624e-10
 18.59	+5.17271449e-11	+3.27920986e-11	-2.31946806e-11	+4.34481361e-11	-1.164551e-10
 18.60	+5.20549783e-11	+3.06894985e-11	-2.27602189e-11	+4.29778348e-11	-1.154425e-10
 18.61	+5.23617875e-11	+2.86297167e-11	-2.23304601e-11	+4.25079949e-11	-1.144252e-10
 18.62	+5.26480006e-11	+2.66122435e-11	-2.19053997e-11	+4.20387238e-11	-1.134035e-10
 18.63	+5.29140407e-11	+2.46365706e-11	-2.14850320e-11	+4.15701264e-11	-1.123777e-10
 18.64	+5.31603258e-11	+2.27021914e-11	-2.10693502e-11	+4.11023048e-11	-1.113482e-10
 18.65	+5.33872688e-11	+2.08086013e-11	-2.06583466e-11	+4.06353584e-11	-1.103153e-10
 18.66	+5.35952776e-11	+1.89552973e-11	-2.02520125e-11	+4.01693839e-11	-1.092795e-10
 18.67	+5.37847550e-11	+1.71417783e-11	-1.98503380e-11	+3.97044758e-11	-1.082409e-10
 18.68	+5.39560989e-11	+1.53675455e-11	-1.94533126e-11	+3.92407256e-11	-1.072001e-10
 18.69	+5.41097020e-11	+1.36321017e-11	-1.90609246e-11	+3.87782226e-11	-1.061572e-10
 18.70	+5.42459523e-11	+1.19349524e-11	-1.86731616e-11	+3.83170535e-11	-1.051125e-10
 18.71	+5.43652327e-11	+1.02756049e-11	-1.82900102e-11	+3.78573028e-11	-1.040665e-10
 18.72	+5.44679212e-11	+8.65356909e-12	-1.79114563e-11	+3.73990522e-11	-1.030194e-10
 18.73	+5.45543908e-11	+7.06835704e-12	-1.75374848e-11	+3.69423815e-11	-1.019714e-10
 18.74	+5.46250098e-11	+5.51948334e-12	-1.71680799e-11	+3.64873679e-11	-1.009229e-10
 18.75	+5.46801416e-11	+4.00646510e-12	-1.68032251e-11	+3.60340864e-11	-9.987413e-11
 18.76	+5.47201447e-11	+2.52882195e-12	-1.64429031e-11	+3.55826098e-11	-9.882537e-11
 18.77	+5.47453728e-11	+1.08607615e-12	-1.60870957e-11	+3.51330086e-11	-9.777689e-11
 18.78	+5.47561749e-11	-3.22247341e-13	-1.57357843e-11	+3.46853513e-11	-9.672894e-11
 18.79	+5.47528952e-11	-1.69662084e-12	-1.53889493e-11	+3.42397040e-11	-9.568178e-11
 18.80	+5.47358731e-11	-3.03751389e-12	-1.50465708e-11	+3.37961310e-11	-9.463565e-11
 18.81	+5.47054434e-11	-4.34539316e-12	-1.47086279e-11	+3.33546943e-11	-9.359079e-11
 18.82	+5.46619364e-11	-5.62072246e-12	-1.43750992e-11	+3.29154540e-11	-9.254743e-11
 18.83	+5.46056773e-11	-6.86396264e-12	-1.40459629e-11	+3.24784681e-11	-9.150580e-11
 18.84	+5.45369872e-11	-8.07557160e-12	-1.37211963e-11	+3.20437928e-11	-9.046612e-11
 18.85	+5.44561823e-11	-9.25600417e-12	-1.34007764e-11	+3.16114821e-11	-8.942861e-11
 18.86	+5.43635744e-11	-1.04057121e-11	-1.30846795e-11	+3.11815884e-11	-8.839348e-11
 18.87	+5.42594706e-11	-1.15251442e-11	-1.27728814e-11	+3.07541620e-11	-8.736092e-11
 18.88	+5.41441738e-11	-1.26147458e-11	-1.24653575e-11	+3.03292515e-11	-8.633115e-11
 18.89	+5.40179821e-11	-1.36749594e-11	-1.21620826e-11	+2.99069037e-11	-8.530435e-11
 18.90	+5.38811896e-11	-1.47062241e-11	-1.18630311e-11	+2.94871635e-11	-8.428070e-11
 18.91	+5.37340856e-11	-1.57089757e-11	-1.15681768e-11	+2.90700742e-11	-8.326040e-11
 18.92	+5.35769552e-11	-1.66836468e-11	-1.12774933e-11	+2.86556774e-11	-8.224363e-11
 18.93	+5.34100793e-11	-1.76306667e-11	-1.09909537e-11	+2.82440127e-11	-8.123054e-11
 18.94	+5.32337343e-11	-1.85504613e-11	-1.07085306e-11	+2.78351186e-11	-8.022131e-11
 18.95	+5.30481924e-11	-1.94434532e-11	-1.04301964e-11	+2.74290315e-11	-7.921610e-11
 18.96	+5.28537218e-11	-2.03100615e-11	-1.01559229e-11	+2.70257865e-11	-7.821507e-11
 18.97	+5.26505862e-11	-2.11507020e-11	-9.88568167e-12	+2.66254171e-11	-7.721837e-11
 18.98	+5.24390452e-11	-2.19657869e-11	-9.61944407e-12	+2.62279550e-11	-7.622615e-11
 18.99	+5.22193544e-11	-2.27557251e-11	-9.35718096e-12	+2.58334308e-11	-7.523854e-11
 19.00	+5.19917653e-11	-2.35209220e-11	-9.09886297e-12	+2.54418733e-11	-7.425570e-11
 19.01	+5.17565252e-11	-2.42617794e-11	-8.84446043e-12	+2.50533101e-11	-7.327775e-11
 19.02	+5.15138775e-11	-2.49786956e-11	-8.59394339e-12	+2.46677673e-11	-7.230482e-11
 19.03	+5.12640617e-11	-2.56720654e-11	-8.34728166e-12	+2.42852695e-11	-7.133703e-11
 19.04	+5.10073131e-11	-2.63422800e-11	-8.10444477e-12	+2.39058400e-11	-7.037451e-11
 19.05	+5.07438633e-11	-2.69897271e-11	-7.86540206e-12	+2.35295009e-11	-6.941738e-11
 19.06	+5.04739400e-11	-2.76147909e-11	-7.63012260e-12	+2.31562728e-11	-6.846574e-11
 19.07	+5.01977670e-11	-2.82178518e-11	-7.39857530e-12	+2.27861751e-11	-6.751970e-11
 19.08	+4.99155642e-11	-2.87992867e-11	-7.17072884e-12	+2.24192259e-11	-6.657937e-11
 19.09	+4.96275480e-11	-2.93594690e-11	-6.94655174e-12	+2.20554422e-11	-6.564485e-11
 19.10	+4.93339308e-11	-2.98987683e-11	-6.72601234e-12	+2.16948397e-11	-6.471623e-11
 19.11	+4.90349215e-11	-3.04175508e-11	-6.50907884e-12	+2.13374329e-11	-6.379360e-11
 19.12	+4.87307253e-11	-3.09161788e-11	-6.29571927e-12	+2.09832352e-11	-6.287707e-11
 19.13	+4.84215435e-11	-3.13950112e-11	-6.08590154e-12	+2.06322587e-11	-6.196670e-11
 19.14	+4.81075743e-11	-3.18544033e-11	-5.87959345e-12	+2.02845147e-11	-6.106258e-11
 19.15	+4.77890119e-11	-3.22947064e-11	-5.67676266e-12	+1.99400131e-11	-6.016479e-11
 19.16	+4.74660473e-11	-3.27162687e-11	-5.47737675e-12	+1.95987630e-11	-5.927341e-11
 19.17	+4.71388678e-11	-3.31194343e-11	-5.28140320e-12	+1.92607723e-11	-5.838850e-11
 19.18	+4.68076574e-11	-3.35045439e-11	-5.08880943e-12	+1.89260479e-11	-5.751013e-11
 19.19	+4.64725966e-11	-3.38719345e-11	-4.89956276e-12	+1.85945958e-11	-5.663837e-11
 19.20	+4.61338627e-11	-3.42219396e-11	-4.71363048e-12	+1.82664209e-11	-5.577327e-11
 19.21	+4.57916294e-11	-3.45548887e-11	-4.53097981e-12	+1.79415273e-11	-5.491491e-11
 19.22	+4.54460674e-11	-3.48711082e-11	-4.35157794e-12	+1.76199181e-11	-5.406332e-11
 19.23	+4.50973438e-11	-3.51709205e-11	-4.17539202e-12	+1.73015955e-11	-5.321856e-11
 19.24	+4.47456228e-11	-3.54546444e-11	-4.00238920e-12	+1.69865607e-11	-5.238069e-11
 19.25	+4.43910652e-11	-3.57225953e-11	-3.83253658e-12	+1.66748143e-11	-5.154974e-11
 19.26	+4.40338287e-11	-3.59750849e-11	-3.66580129e-12	+1.63663558e-11	-5.072577e-11
 19.27	+4.36740679e-11	-3.62124212e-11	-3.50215045e-12	+1.60611841e-11	-4.990881e-11
 19.28	+4.33119345e-11	-3.64349088e-11	-3.34155119e-12	+1.57592972e-11	-4.909889e-11
 19.29	+4.29475767e-11	-3.66428485e-11	-3.18397066e-12	+1.54606922e-11	-4.829606e-11
 19.30	+4.25811402e-11	-3.68365378e-11	-3.02937605e-12	+1.51653655e-11	-4.750034e-11
 19.31	+4.22127673e-11	-3.70162706e-11	-2.87773456e-12	+1.48733130e-11	-4.671177e-11
 19.32	+4.18425977e-11	-3.71823369e-11	-2.72901346e-12	+1.45845296e-11	-4.593038e-11
 19.33	+4.14707679e-11	-3.73350236e-11	-2.58318007e-12	+1.42990096e-11	-4.515618e-11
 19.34	+4.10974119e-11	-3.74746140e-11	-2.44020173e-12	+1.40167465e-11	-4.438920e-11
 19.35	+4.07226605e-11	-3.76013877e-11	-2.30004590e-12	+1.37377333e-11	-4.362946e-11
 19.36	+4.03466418e-11	-3.77156209e-11	-2.16268005e-12	+1.34619622e-11	-4.287697e-11
 19.37	+3.99694814e-11	-3.78175864e-11	-2.02807179e-12	+1.31894250e-11	-4.213177e-11
 19.38	+3.95913018e-11	-3.79075535e-11	-1.89618876e-12	+1.29201126e-11	-4.139384e-11
 19.39	+3.92122230e-11	-3.79857881e-11	-1.76699873e-12	+1.26540154e-11	-4.066322e-11
 19.40	+3.88323623e-11	-3.80525525e-11	-1.64046953e-12	+1.23911234e-11	-3.993990e-11
 19.41	+3.84518345e-11	-3.81081057e-11	-1.51656911e-12	+1.21314258e-11	-3.922389e-11
 19.42	+3.80707515e-11	-3.81527033e-11	-1.39526555e-12	+1.18749112e-11	-3.851520e-11
 19.43	+3.76892231e-11	-3.81865976e-11	-1.27652699e-12	+1.16215680e-11	-3.781383e-11
 19.44	+3.73073561e-11	-3.82100373e-11	-1.16032174e-12	+1.13713838e-11	-3.711979e-11
 19.45	+3.69252552e-11	-3.82232680e-11	-1.04661819e-12	+1.11243458e-11	-3.643306e-11
 19.46	+3.65430224e-11	-3.82265319e-11	-9.35384900e-13	+1.08804407e-11	-3.575366e-11
 19.47	+3.61607574e-11	-3.82200678e-11	-8.26590527e-13	+1.06396547e-11	-3.508156e-11
 19.48	+3.57785573e-11	-3.82041113e-11	-7.20203884e-13	+1.04019736e-11	-3.441678e-11
 19.49	+3.53965173e-11	-3.81788947e-11	-6.16193924e-13	+1.01673827e-11	-3.375929e-11
 19.50	+3.50147298e-11	-3.81446471e-11	-5.14529745e-13	+9.93586689e-12	-3.310910e-11
 19.51	+3.46332851e-11	-3.81015943e-11	-4.15180597e-13	+9.70741070e-12	-3.246618e-11
 19.52	+3.42522713e-11	-3.80499589e-11	-3.18115883e-13	+9.48199820e-12	-3.183053e-11
 19.53	+3.38717742e-11	-3.79899604e-11	-2.23305169e-13	+9.25961310e-12	-3.120213e-11
 19.54	+3.34918774e-11	-3.79218150e-11	-1.30718180e-13	+9.04023872e-12	-3.058096e-11
 19.55	+3.31126625e-11	-3.78457359e-11	-4.03248097e-14	+8.82385804e-12	-2.996702e-11
 19.56	+3.27342086e-11	-3.77619330e-11	+4.79048775e-14	+8.61045367e-12	-2.936028e-11
 19.57	+3.23565931e-11	-3.76706133e-11	+1.34000644e-13	+8.40000793e-12	-2.876071e-11
 19.58	+3.19798910e-11	-3.75719806e-11	+2.17992076e-13	+8.19250277e-12	-2.816831e-11
 19.59	+3.16041756e-11	-3.74662357e-11	+2.99908579e-13	+7.98791986e-12	-2.758304e-11
 19.60	+3.12295180e-11	-3.73535762e-11	+3.79779373e-13	+7.78624056e-12	-2.700488e-11
 19.61	+3.08559872e-11	-3.72341969e-11	+4.57633494e-13	+7.58744596e-12	-2.643381e-11
 19.62	+3.04836505e-11	-3.71082896e-11	+5.33499789e-13	+7.39151686e-12	-2.586980e-11
 19.63	+3.01125731e-11	-3.69760431e-11	+6.07406911e-13	+7.19843380e-12	-2.531283e-11
 19.64	+2.97428184e-11	-3.68376431e-11	+6.79383320e-13	+7.00817709e-12	-2.476286e-11
 19.65	+2.93744480e-11	-3.66932725e-11	+7.49457280e-13	+6.82072679e-12	-2.421986e-11
 19.66	+2.90075215e-11	-3.65431115e-11	+8.17656852e-13	+6.63606270e-12	-2.368381e-11
 19.67	+2.86420969e-11	-3.63873372e-11	+8.84009899e-13	+6.45416446e-12	-2.315467e-11
 19.68	+2.82782303e-11	-3.62261238e-11	+9.48544078e-13	+6.27501145e-12	-2.263242e-11
 19.69	+2.79159760e-11	-3.60596430e-11	+1.01128684e-12	+6.09858288e-12	-2.211701e-11
 19.70	+2.75553867e-11	-3.58880633e-11	+1.07226543e-12	+5.92485777e-12	-2.160841e-11
 19.71	+2.71965134e-11	-3.57115507e-11	+1.13150688e-12	+5.75381495e-12	-2.110659e-11
 19.72	+2.68394054e-11	-3.55302685e-11	+1.18903801e-12	+5.58543309e-12	-2.061150e-11
 19.73	+2.64841105e-11	-3.53443770e-11	+1.24488544e-12	+5.41969071e-12	-2.012313e-11
 19.74	+2.61306747e-11	-3.51540340e-11	+1.29907554e-12	+5.25656617e-12	-1.964141e-11
 19.75	+2.57791424e-11	-3.49593947e-11	+1.35163452e-12	+5.09603768e-12	-1.916633e-11
 19.76	+2.54295568e-11	-3.47606115e-11	+1.40258831e-12	+4.93808334e-12	-1.869783e-11
 19.77	+2.50819591e-11	-3.45578343e-11	+1.45196267e-12	+4.78268112e-12	-1.823588e-11
 19.78	+2.47363894e-11	-3.43512102e-11	+1.49978311e-12	+4.62980887e-12	-1.778043e-11
 19.79	+2.43928860e-11	-3.41408840e-11	+1.54607493e-12	+4.47944432e-12	-1.733145e-11
 19.80	+2.40514861e-11	-3.39269977e-11	+1.59086321e-12	+4.33156514e-12	-1.688889e-11
 19.81	+2.37122252e-11	-3.37096910e-11	+1.63417280e-12	+4.18614888e-12	-1.645271e-11
 19.82	+2.33751375e-11	-3.34891010e-11	+1.67602833e-12	+4.04317302e-12	-1.602287e-11
 19.83	+2.30402558e-11	-3.32653623e-11	+1.71645421e-12	+3.90261495e-12	-1.559932e-11
 19.84	+2.27076116e-11	-3.30386072e-11	+1.75547460e-12	+3.76445203e-12	-1.518202e-11
 19.85	+2.23772351e-11	-3.28089653e-11	+1.79311346e-12	+3.62866151e-12	-1.477092e-11
 19.86	+2.20491551e-11	-3.25765642e-11	+1.82939451e-12	+3.49522063e-12	-1.436598e-11
 19.87	+2.17233993e-11	-3.23415288e-11	+1.86434126e-12	+3.36410656e-12	-1.396715e-11
 19.88	+2.13999939e-11	-3.21039818e-11	+1.89797695e-12	+3.23529644e-12	-1.357439e-11
 19.89	+2.10789641e-11	-3.18640436e-11	+1.93032465e-12	+3.10876739e-12	-1.318764e-11
 19.90	+2.07603337e-11	-3.16218322e-11	+1.96140714e-12	+2.98449647e-12	-1.280687e-11
 19.91	+2.04441256e-11	-3.13774635e-11	+1.99124702e-12	+2.86246077e-12	-1.243203e-11
 19.92	+2.01303612e-11	-3.11310510e-11	+2.01986663e-12	+2.74263732e-12	-1.206305e-11
 19.93	+1.98190611e-11	-3.08827061e-11	+2.04728811e-12	+2.62500317e-12	-1.169991e-11
 19.94	+1.95102444e-11	-3.06325379e-11	+2.07353332e-12	+2.50953537e-12	-1.134255e-11
 19.95	+1.92039295e-11	-3.03806535e-11	+2.09862396e-12	+2.39621096e-12	-1.099092e-11
 19.96	+1.89001336e-11	-3.01271576e-11	+2.12258143e-12	+2.28500702e-12	-1.064497e-11
 19.97	+1.85988726e-11	-2.98721531e-11	+2.14542695e-12	+2.17590060e-12	-1.030465e-11
 19.98	+1.83001618e-11	-2.96157405e-11	+2.16718150e-12	+2.06886881e-12	-9.969914e-12
 19.99	+1.80040151e-11	-2.93580186e-11	+2.18786581e-12	+1.96388878e-12	-9.640713e-12
 20.00	+1.77104457e-11	-2.90990837e-11	+2.20750041e-12	+1.86093766e-12	-9.316995e-12
 20.01	+1.74194657e-11	-2.88390305e-11	+2.22610558e-12	+1.75999265e-12	-8.998710e-12
 20.02	+1.71310863e-11	-2.85779515e-11	+2.24370138e-12	+1.66103098e-12	-8.685809e-12
 20.03	+1.68453177e-11	-2.83159373e-11	+2.26030765e-12	+1.56402994e-12	-8.378239e-12
 20.04	+1.65621693e-11	-2.80530764e-11	+2.27594399e-12	+1.46896686e-12	-8.075952e-12
 20.05	+1.62816495e-11	-2.77894557e-11	+2.29062978e-12	+1.37581914e-12	-7.778895e-12
 20.06	+1.60037659e-11	-2.75251599e-11	+2.30438416e-12	+1.28456422e-12	-7.487019e-12
 20.07	+1.57285254e-11	-2.72602719e-11	+2.31722608e-12	+1.19517962e-12	-7.200272e-12
 20.08	+1.54559337e-11	-2.69948730e-11	+2.32917423e-12	+1.10764293e-12	-6.918604e-12
 20.09	+1.51859961e-11	-2.67290423e-11	+2.34024709e-12	+1.02193180e-12	-6.641963e-12
 20.10	+1.49187167e-11	-2.64628574e-11	+2.35046291e-12	+9.38023957e-13	-6.370298e-12
 20.11	+1.46540993e-11	-2.61963939e-11	+2.35983972e-12	+8.55897226e-13	-6.103558e-12
 20.12	+1.43921464e-11	-2.59297259e-11	+2.36839535e-12	+7.75529499e-13	-5.841693e-12
 20.13	+1.41328603e-11	-2.56629255e-11	+2.37614737e-12	+6.96898763e-13	-5.584650e-12
 20.14	+1.38762422e-11	-2.53960634e-11	+2.38311315e-12	+6.19983093e-13	-5.332379e-12
 20.15	+1.36222926e-11	-2.51292082e-11	+2.38930984e-12	+5.44760659e-13	-5.084829e-12
 20.16	+1.33710117e-11	-2.48624273e-11	+2.39475439e-12	+4.71209729e-13	-4.841949e-12
 20.17	+1.31223985e-11	-2.45957862e-11	+2.39946349e-12	+3.99308672e-13	-4.603688e-12
 20.18	+1.28764517e-11	-2.43293489e-11	+2.40345364e-12	+3.29035959e-13	-4.369994e-12
 20.19	+1.26331693e-11	-2.40631776e-11	+2.40674114e-12	+2.60370171e-13	-4.140818e-12
 20.20	+1.23925487e-11	-2.37973332e-11	+2.40934205e-12	+1.93289995e-13	-3.916107e-12
 20.21	+1.21545864e-11	-2.35318750e-11	+2.41127222e-12	+1.27774232e-13	-3.695812e-12
 20.22	+1.19192787e-11	-2.32668606e-11	+2.41254730e-12	+6.38017980e-14	-3.479882e-12
 20.23	+1.16866211e-11	-2.30023463e-11	+2.41318271e-12	+1.35172570e-15	-3.268267e-12
 20.24	+1.14566086e-11	-2.27383868e-11	+2.41319369e-12	-5.95968317e-14	-3.060915e-12
 20.25	+1.12292357e-11	-2.24750354e-11	+2.41259524e-12	-1.19064599e-13	-2.857778e-12
 20.26	+1.10044963e-11	-2.22123440e-11	+2.41140218e-12	-1.77072176e-13	-2.658804e-12
 20.27	+1.07823838e-11	-2.19503630e-11	+2.40962910e-12	-2.33640036e-13	-2.463945e-12
 20.28	+1.05628910e-11	-2.16891414e-11	+2.40729040e-12	-2.88788522e-13	-2.273149e-12
 20.29	+1.03460105e-11	-2.14287270e-11	+2.40440027e-12	-3.42537850e-13	-2.086368e-12
 20.30	+1.01317340e-11	-2.11691660e-11	+2.40097271e-12	-3.94908098e-13	-1.903552e-12
 20.31	+9.92005315e-12	-2.09105035e-11	+2.39702151e-12	-4.45919213e-13	-1.724653e-12
 20.32	+9.71095885e-12	-2.06527831e-11	+2.39256024e-12	-4.95591003e-13	-1.549620e-12
 20.33	+9.50444172e-12	-2.03960473e-11	+2.38760232e-12	-5.43943139e-13	-1.378405e-12
 20.34	+9.30049190e-12	-2.01403371e-11	+2.38216093e-12	-5.90995152e-13	-1.210960e-12
 20.35	+9.09909914e-12	-1.98856924e-11	+2.37624907e-12	-6.36766432e-13	-1.047237e-12
 20.36	+8.90025278e-12	-1.96321520e-11	+2.36987955e-12	-6.81276223e-13	-8.871860e-13
