  t[s]	          x1[m]	        x2[m/s]	        x3[rad]	      x4[rad/s]	        F[N]
 52.39	-1.19973052e-28	+6.20632543e-29	+1.90360364e-29	-5.61947041e-29	+1.654472e-28
 52.40	-1.19352356e-28	+6.35835663e-29	+1.84741263e-29	-5.53096813e-29	+1.631960e-28
 52.41	-1.18716459e-28	+6.50512660e-29	+1.79210660e-29	-5.44319806e-29	+1.609578e-28
 52.42	-1.18065887e-28	+6.64672484e-29	+1.73767825e-29	-5.35616474e-29	+1.587327e-28
 52.43	-1.17401158e-28	+6.78323997e-29	+1.68412020e-29	-5.26987243e-29	+1.565211e-28
 52.44	-1.16722779e-28	+6.91475977e-29	+1.63142504e-29	-5.18432508e-29	+1.543232e-28
 52.45	-1.16031251e-28	+7.04137117e-29	+1.57958532e-29	-5.09952639e-29	+1.521392e-28
 52.46	-1.15327063e-28	+7.16316027e-29	+1.52859356e-29	-5.01547974e-29	+1.499693e-28
 52.47	-1.14610698e-28	+7.28021228e-29	+1.47844223e-29	-4.93218827e-29	+1.478137e-28
 52.48	-1.13882630e-28	+7.39261159e-29	+1.42912379e-29	-4.84965484e-29	+1.456727e-28
 52.49	-1.13143324e-28	+7.50044170e-29	+1.38063065e-29	-4.76788205e-29	+1.435463e-28
 52.50	-1.12393237e-28	+7.60378529e-29	+1.33295520e-29	-4.68687227e-29	+1.414349e-28
 52.51	-1.11632817e-28	+7.70272416e-29	+1.28608982e-29	-4.60662757e-29	+1.393385e-28
 52.52	-1.10862505e-28	+7.79733927e-29	+1.24002686e-29	-4.52714983e-29	+1.372574e-28
 52.53	-1.10082733e-28	+7.88771072e-29	+1.19475864e-29	-4.44844066e-29	+1.351917e-28
 52.54	-1.09293926e-28	+7.97391774e-29	+1.15027748e-29	-4.37050144e-29	+1.331416e-28
 52.55	-1.08496500e-28	+8.05603874e-29	+1.10657568e-29	-4.29333334e-29	+1.311071e-28
 52.56	-1.07690864e-28	+8.13415123e-29	+1.06364554e-29	-4.21693728e-29	+1.290885e-28
 52.57	-1.06877418e-28	+8.20833191e-29	+1.02147931e-29	-4.14131398e-29	+1.270858e-28
 52.58	-1.06056555e-28	+8.27865661e-29	+9.80069293e-30	-4.06646396e-29	+1.250992e-28
 52.59	-1.05228662e-28	+8.34520030e-29	+9.39407740e-30	-3.99238751e-29	+1.231288e-28
 52.60	-1.04394116e-28	+8.40803712e-29	+8.99486920e-30	-3.91908472e-29	+1.211747e-28
 52.61	-1.03553287e-28	+8.46724034e-29	+8.60299095e-30	-3.84655549e-29	+1.192370e-28
 52.62	-1.02706540e-28	+8.52288242e-29	+8.21836531e-30	-3.77479952e-29	+1.173158e-28
 52.63	-1.01854230e-28	+8.57503495e-29	+7.84091494e-30	-3.70381635e-29	+1.154112e-28
 52.64	-1.00996706e-28	+8.62376868e-29	+7.47056256e-30	-3.63360529e-29	+1.135233e-28
 52.65	-1.00134311e-28	+8.66915353e-29	+7.10723097e-30	-3.56416550e-29	+1.116521e-28
 52.66	-9.92673778e-29	+8.71125857e-29	+6.75084303e-30	-3.49549596e-29	+1.097978e-28
 52.67	-9.83962357e-29	+8.75015206e-29	+6.40132173e-30	-3.42759549e-29	+1.079603e-28
 52.68	-9.75212056e-29	+8.78590142e-29	+6.05859016e-30	-3.36046273e-29	+1.061397e-28
 52.69	-9.66426019e-29	+8.81857322e-29	+5.72257154e-30	-3.29409615e-29	+1.043362e-28
 52.70	-9.57607322e-29	+8.84823324e-29	+5.39318927e-30	-3.22849410e-29	+1.025497e-28
 52.71	-9.48758978e-29	+8.87494642e-29	+5.07036688e-30	-3.16365474e-29	+1.007802e-28
 52.72	-9.39883932e-29	+8.89877689e-29	+4.75402811e-30	-3.09957610e-29	+9.902788e-29
 52.73	-9.30985067e-29	+8.91978795e-29	+4.44409688e-30	-3.03625605e-29	+9.729269e-29
 52.74	-9.22065203e-29	+8.93804210e-29	+4.14049735e-30	-2.97369235e-29	+9.557468e-29
 52.75	-9.13127096e-29	+8.95360104e-29	+3.84315387e-30	-2.91188258e-29	+9.387385e-29
 52.76	-9.04173442e-29	+8.96652566e-29	+3.55199106e-30	-2.85082424e-29	+9.219023e-29
 52.77	-8.95206873e-29	+8.97687604e-29	+3.26693377e-30	-2.79051464e-29	+9.052383e-29
 52.78	-8.86229964e-29	+8.98471149e-29	+2.98790712e-30	-2.73095103e-29	+8.887465e-29
 52.79	-8.77245230e-29	+8.99009050e-29	+2.71483653e-30	-2.67213048e-29	+8.724270e-29
 52.80	-8.68255127e-29	+8.99307079e-29	+2.44764769e-30	-2.61404997e-29	+8.562797e-29
 52.81	-8.59262054e-29	+8.99370930e-29	+2.18626659e-30	-2.55670638e-29	+8.403046e-29
 52.82	-8.50268351e-29	+8.99206218e-29	+1.93061954e-30	-2.50009645e-29	+8.245016e-29
 52.83	-8.41276305e-29	+8.98818481e-29	+1.68063318e-30	-2.44421684e-29	+8.088705e-29
 52.84	-8.32288146e-29	+8.98213182e-29	+1.43623448e-30	-2.38906407e-29	+7.934111e-29
 52.85	-8.23306048e-29	+8.97395704e-29	+1.19735076e-30	-2.33463460e-29	+7.781232e-29
 52.86	-8.14332134e-29	+8.96371357e-29	+9.63909680e-31	-2.28092477e-29	+7.630065e-29
 52.87	-8.05368471e-29	+8.95145374e-29	+7.35839286e-31	-2.22793084e-29	+7.480608e-29
 52.88	-7.96417077e-29	+8.93722915e-29	+5.13067990e-31	-2.17564895e-29	+7.332857e-29
 52.89	-7.87479915e-29	+8.92109062e-29	+2.95524587e-31	-2.12407519e-29	+7.186808e-29
 52.90	-7.78558899e-29	+8.90308827e-29	+8.31382670e-32	-2.07320554e-29	+7.042457e-29
 52.91	-7.69655894e-29	+8.88327146e-29	-1.24161380e-31	-2.02303592e-29	+6.899800e-29
 52.92	-7.60772712e-29	+8.86168882e-29	-3.26444356e-31	-1.97356215e-29	+6.758832e-29
 52.93	-7.51911120e-29	+8.83838828e-29	-5.23780242e-31	-1.92477999e-29	+6.619548e-29
 52.94	-7.43072836e-29	+8.81341703e-29	-7.16238198e-31	-1.87668511e-29	+6.481943e-29
 52.95	-7.34259530e-29	+8.78682154e-29	-9.03886951e-31	-1.82927313e-29	+6.346011e-29
 52.96	-7.25472826e-29	+8.75864760e-29	-1.08679479e-30	-1.78253960e-29	+6.211745e-29
 52.97	-7.16714302e-29	+8.72894028e-29	-1.26502955e-30	-1.73647999e-29	+6.079141e-29
 52.98	-7.07985492e-29	+8.69774395e-29	-1.43865864e-30	-1.69108973e-29	+5.948191e-29
 52.99	-6.99287884e-29	+8.66510229e-29	-1.60774897e-30	-1.64636418e-29	+5.818889e-29
 53.00	-6.90622923e-29	+8.63105831e-29	-1.77236703e-30	-1.60229863e-29	+5.691228e-29
 53.01	-6.81992012e-29	+8.59565432e-29	-1.93257880e-30	-1.55888835e-29	+5.565200e-29
 53.02	-6.73396511e-29	+8.55893196e-29	-2.08844982e-30	-1.51612853e-29	+5.440798e-29
 53.03	-6.64837737e-29	+8.52093222e-29	-2.24004512e-30	-1.47401432e-29	+5.318014e-29
 53.04	-6.56316969e-29	+8.48169540e-29	-2.38742927e-30	-1.43254083e-29	+5.196841e-29
 53.05	-6.47835442e-29	+8.44126116e-29	-2.53066633e-30	-1.39170312e-29	+5.077270e-29
 53.06	-6.39394354e-29	+8.39966849e-29	-2.66981989e-30	-1.35149620e-29	+4.959293e-29
 53.07	-6.30994863e-29	+8.35695577e-29	-2.80495301e-30	-1.31191506e-29	+4.842901e-29
 53.08	-6.22638090e-29	+8.31316070e-29	-2.93612828e-30	-1.27295463e-29	+4.728086e-29
 53.09	-6.14325116e-29	+8.26832038e-29	-3.06340777e-30	-1.23460983e-29	+4.614839e-29
 53.10	-6.06056987e-29	+8.22247125e-29	-3.18685302e-30	-1.19687553e-29	+4.503150e-29
 53.11	-5.97834711e-29	+8.17564916e-29	-3.30652511e-30	-1.15974658e-29	+4.393010e-29
 53.12	-5.89659261e-29	+8.12788931e-29	-3.42248454e-30	-1.12321778e-29	+4.284410e-29
 53.13	-5.81531574e-29	+8.07922632e-29	-3.53479134e-30	-1.08728392e-29	+4.177341e-29
 53.14	-5.73452554e-29	+8.02969420e-29	-3.64350501e-30	-1.05193978e-29	+4.071792e-29
 53.15	-5.65423070e-29	+7.97932634e-29	-3.74868450e-30	-1.01718008e-29	+3.967753e-29
 53.16	-5.57443957e-29	+7.92815556e-29	-3.85038826e-30	-9.82999549e-30	+3.865215e-29
 53.17	-5.49516018e-29	+7.87621408e-29	-3.94867421e-30	-9.49392886e-30	+3.764167e-29
 53.18	-5.41640023e-29	+7.82353356e-29	-4.04359973e-30	-9.16354771e-30	+3.664599e-29
 53.19	-5.33816712e-29	+7.77014506e-29	-4.13522168e-30	-8.83879873e-30	+3.566500e-29
 53.20	-5.26046792e-29	+7.71607908e-29	-4.22359636e-30	-8.51962844e-30	+3.469860e-29
 53.21	-5.18330941e-29	+7.66136558e-29	-4.30877958e-30	-8.20598324e-30	+3.374669e-29
 53.22	-5.10669806e-29	+7.60603392e-29	-4.39082657e-30	-7.89780945e-30	+3.280914e-29
 53.23	-5.03064005e-29	+7.55011294e-29	-4.46979205e-30	-7.59505326e-30	+3.188587e-29
 53.24	-4.95514128e-29	+7.49363094e-29	-4.54573018e-30	-7.29766081e-30	+3.097675e-29
 53.25	-4.88020734e-29	+7.43661566e-29	-4.61869462e-30	-7.00557819e-30	+3.008167e-29
 53.26	-4.80584358e-29	+7.37909432e-29	-4.68873845e-30	-6.71875143e-30	+2.920052e-29
 53.27	-4.73205506e-29	+7.32109360e-29	-4.75591423e-30	-6.43712653e-30	+2.833320e-29
 53.28	-4.65884655e-29	+7.26263969e-29	-4.82027397e-30	-6.16064948e-30	+2.747958e-29
 53.29	-4.58622261e-29	+7.20375822e-29	-4.88186916e-30	-5.88926628e-30	+2.663955e-29
 53.30	-4.51418750e-29	+7.14447436e-29	-4.94075072e-30	-5.62292293e-30	+2.581300e-29
 53.31	-4.44274524e-29	+7.08481273e-29	-4.99696906e-30	-5.36156546e-30	+2.499981e-29
 53.32	-4.37189962e-29	+7.02479749e-29	-5.05057403e-30	-5.10513994e-30	+2.419986e-29
 53.33	-4.30165415e-29	+6.96445229e-29	-5.10161494e-30	-4.85359248e-30	+2.341305e-29
 53.34	-4.23201216e-29	+6.90380030e-29	-5.15014059e-30	-4.60686928e-30	+2.263925e-29
 53.35	-4.16297670e-29	+6.84286420e-29	-5.19619920e-30	-4.36491660e-30	+2.187834e-29
 53.36	-4.09455060e-29	+6.78166621e-29	-5.23983848e-30	-4.12768078e-30	+2.113021e-29
 53.37	-4.02673650e-29	+6.72022808e-29	-5.28110559e-30	-3.89510828e-30	+2.039473e-29
 53.38	-3.95953679e-29	+6.65857108e-29	-5.32004717e-30	-3.66714566e-30	+1.967180e-29
 53.39	-3.89295366e-29	+6.59671606e-29	-5.35670932e-30	-3.44373959e-30	+1.896128e-29
 53.40	-3.82698908e-29	+6.53468338e-29	-5.39113759e-30	-3.22483690e-30	+1.826307e-29
 53.41	-3.76164484e-29	+6.47249297e-29	-5.42337703e-30	-3.01038454e-30	+1.757703e-29
 53.42	-3.69692250e-29	+6.41016434e-29	-5.45347212e-30	-2.80032961e-30	+1.690306e-29
 53.43	-3.63282346e-29	+6.34771652e-29	-5.48146684e-30	-2.59461940e-30	+1.624103e-29
 53.44	-3.56934890e-29	+6.28516816e-29	-5.50740464e-30	-2.39320133e-30	+1.559082e-29
 53.45	-3.50649983e-29	+6.22253747e-29	-5.53132844e-30	-2.19602303e-30	+1.495232e-29
 53.46	-3.44427707e-29	+6.15984222e-29	-5.55328062e-30	-2.00303232e-30	+1.432539e-29
 53.47	-3.38268126e-29	+6.09709980e-29	-5.57330308e-30	-1.81417720e-30	+1.370992e-29
 53.48	-3.32171288e-29	+6.03432719e-29	-5.59143715e-30	-1.62940589e-30	+1.310580e-29
 53.49	-3.26137222e-29	+5.97154095e-29	-5.60772368e-30	-1.44866681e-30	+1.251289e-29
 53.50	-3.20165943e-29	+5.90875726e-29	-5.62220298e-30	-1.27190863e-30	+1.193109e-29
 53.51	-3.14257447e-29	+5.84599191e-29	-5.63491486e-30	-1.09908023e-30	+1.136026e-29
 53.52	-3.08411717e-29	+5.78326030e-29	-5.64589862e-30	-9.30130717e-31	+1.080030e-29
 53.53	-3.02628718e-29	+5.72057746e-29	-5.65519305e-30	-7.65009467e-31	+1.025107e-29
 53.54	-2.96908401e-29	+5.65795803e-29	-5.66283642e-30	-6.03666091e-31	+9.712470e-30
 53.55	-2.91250704e-29	+5.59541630e-29	-5.66886651e-30	-4.46050465e-31	+9.184367e-30
 53.56	-2.85655548e-29	+5.53296618e-29	-5.67332060e-30	-2.92112727e-31	+8.666646e-30
 53.57	-2.80122841e-29	+5.47062124e-29	-5.67623547e-30	-1.41803286e-31	+8.159188e-30
 53.58	-2.74652479e-29	+5.40839468e-29	-5.67764738e-30	+4.92717201e-33	+7.661874e-30
 53.59	-2.69244343e-29	+5.34629937e-29	-5.67759214e-30	+1.48127679e-31	+7.174586e-30
 53.60	-2.63898302e-29	+5.28434782e-29	-5.67610504e-30	+2.87846978e-31	+6.697205e-30
 53.61	-2.58614212e-29	+5.22255222e-29	-5.67322090e-30	+4.24133520e-31	+6.229615e-30
 53.62	-2.53391916e-29	+5.16092441e-29	-5.66897402e-30	+5.57035455e-31	+5.771696e-30
 53.63	-2.48231248e-29	+5.09947592e-29	-5.66339827e-30	+6.86600632e-31	+5.323334e-30
 53.64	-2.43132027e-29	+5.03821794e-29	-5.65652700e-30	+8.12876590e-31	+4.884410e-30
 53.65	-2.38094064e-29	+4.97716136e-29	-5.64839311e-30	+9.35910556e-31	+4.454809e-30
 53.66	-2.33117156e-29	+4.91631674e-29	-5.63902901e-30	+1.05574944e-30	+4.034415e-30
 53.67	-2.28201092e-29	+4.85569434e-29	-5.62846665e-30	+1.17243982e-30	+3.623113e-30
 53.68	-2.23345649e-29	+4.79530414e-29	-5.61673752e-30	+1.28602797e-30	+3.220787e-30
 53.69	-2.18550596e-29	+4.73515577e-29	-5.60387263e-30	+1.39655982e-30	+2.827324e-30
 53.70	-2.13815689e-29	+4.67525862e-29	-5.58990255e-30	+1.50408097e-30	+2.442609e-30
 53.71	-2.09140679e-29	+4.61562176e-29	-5.57485738e-30	+1.60863668e-30	+2.066530e-30
 53.72	-2.04525305e-29	+4.55625399e-29	-5.55876678e-30	+1.71027187e-30	+1.698973e-30
 53.73	-1.99969297e-29	+4.49716381e-29	-5.54165995e-30	+1.80903112e-30	+1.339827e-30
 53.74	-1.95472378e-29	+4.43835948e-29	-5.52356564e-30	+1.90495867e-30	+9.889802e-31
 53.75	-1.91034263e-29	+4.37984895e-29	-5.50451217e-30	+1.99809840e-30	+6.463209e-31
 53.76	-1.86654656e-29	+4.32163994e-29	-5.48452742e-30	+2.08849384e-30	+3.117389e-31
 53.77	-1.82333257e-29	+4.26373989e-29	-5.46363883e-30	+2.17618818e-30	-1.487535e-32
 53.78	-1.78069758e-29	+4.20615598e-29	-5.44187340e-30	+2.26122423e-30	-3.336312e-31
 53.79	-1.73863840e-29	+4.14889514e-29	-5.41925772e-30	+2.34364445e-30	-6.446370e-31
 53.80	-1.69715182e-29	+4.09196406e-29	-5.39581795e-30	+2.42349096e-30	-9.480008e-31
 53.81	-1.65623454e-29	+4.03536918e-29	-5.37157982e-30	+2.50080548e-30	-1.243830e-30
 53.82	-1.61588319e-29	+3.97911670e-29	-5.34656865e-30	+2.57562940e-30	-1.532230e-30
 53.83	-1.57609435e-29	+3.92321259e-29	-5.32080934e-30	+2.64800372e-30	-1.813308e-30
 53.84	-1.53686454e-29	+3.86766258e-29	-5.29432638e-30	+2.71796909e-30	-2.087169e-30
 53.85	-1.49819022e-29	+3.81247218e-29	-5.26714387e-30	+2.78556577e-30	-2.353917e-30
 53.86	-1.46006778e-29	+3.75764667e-29	-5.23928550e-30	+2.85083367e-30	-2.613656e-30
 53.87	-1.42249358e-29	+3.70319111e-29	-5.21077453e-30	+2.91381231e-30	-2.866488e-30
 53.88	-1.38546392e-29	+3.64911036e-29	-5.18163388e-30	+2.97454086e-30	-3.112517e-30
 53.89	-1.34897506e-29	+3.59540905e-29	-5.15188603e-30	+3.03305809e-30	-3.351843e-30
 53.90	-1.31302319e-29	+3.54209161e-29	-5.12155310e-30	+3.08940241e-30	-3.584567e-30
 53.91	-1.27760448e-29	+3.48916227e-29	-5.09065682e-30	+3.14361186e-30	-3.810790e-30
 53.92	-1.24271504e-29	+3.43662506e-29	-5.05921853e-30	+3.19572409e-30	-4.030610e-30
 53.93	-1.20835097e-29	+3.38448381e-29	-5.02725920e-30	+3.24577639e-30	-4.244127e-30
 53.94	-1.17450828e-29	+3.33274216e-29	-4.99479944e-30	+3.29380565e-30	-4.451437e-30
 53.95	-1.14118300e-29	+3.28140356e-29	-4.96185946e-30	+3.33984841e-30	-4.652639e-30
 53.96	-1.10837109e-29	+3.23047127e-29	-4.92845914e-30	+3.38394082e-30	-4.847827e-30
 53.97	-1.07606848e-29	+3.17994838e-29	-4.89461798e-30	+3.42611865e-30	-5.037097e-30
 53.98	-1.04427109e-29	+3.12983781e-29	-4.86035511e-30	+3.46641730e-30	-5.220544e-30
 53.99	-1.01297478e-29	+3.08014227e-29	-4.82568933e-30	+3.50487179e-30	-5.398261e-30
 54.00	-9.82175409e-30	+3.03086435e-29	-4.79063909e-30	+3.54151675e-30	-5.570342e-30
 54.01	-9.51868801e-30	+2.98200642e-29	-4.75522247e-30	+3.57638647e-30	-5.736879e-30
 54.02	-9.22050755e-30	+2.93357074e-29	-4.71945722e-30	+3.60951482e-30	-5.897962e-30
 54.03	-8.92717048e-30	+2.88555935e-29	-4.68336076e-30	+3.64093532e-30	-6.053682e-30
 54.04	-8.63863437e-30	+2.83797420e-29	-4.64695017e-30	+3.67068112e-30	-6.204130e-30
 54.05	-8.35485660e-30	+2.79081702e-29	-4.61024219e-30	+3.69878498e-30	-6.349393e-30
 54.06	-8.07579437e-30	+2.74408944e-29	-4.57325323e-30	+3.72527929e-30	-6.489560e-30
 54.07	-7.80140472e-30	+2.69779292e-29	-4.53599940e-30	+3.75019608e-30	-6.624718e-30
 54.08	-7.53164453e-30	+2.65192879e-29	-4.49849647e-30	+3.77356698e-30	-6.754954e-30
 54.09	-7.26647058e-30	+2.60649821e-29	-4.46075989e-30	+3.79542328e-30	-6.880352e-30
 54.10	-7.00583951e-30	+2.56150223e-29	-4.42280481e-30	+3.81579589e-30	-7.000998e-30
 54.11	-6.74970786e-30	+2.51694175e-29	-4.38464606e-30	+3.83471534e-30	-7.116975e-30
 54.12	-6.49803207e-30	+2.47281756e-29	-4.34629818e-30	+3.85221181e-30	-7.228366e-30
 54.13	-6.25076851e-30	+2.42913030e-29	-4.30777539e-30	+3.86831509e-30	-7.335254e-30
 54.14	-6.00787350e-30	+2.38588049e-29	-4.26909162e-30	+3.88305464e-30	-7.437720e-30
 54.15	-5.76930329e-30	+2.34306852e-29	-4.23026052e-30	+3.89645952e-30	-7.535844e-30
 54.16	-5.53501410e-30	+2.30069467e-29	-4.19129542e-30	+3.90855845e-30	-7.629706e-30
 54.17	-5.30496211e-30	+2.25875911e-29	-4.15220938e-30	+3.91937977e-30	-7.719385e-30
 54.18	-5.07910349e-30	+2.21726187e-29	-4.11301518e-30	+3.92895150e-30	-7.804959e-30
 54.19	-4.85739441e-30	+2.17620290e-29	-4.07372532e-30	+3.93730125e-30	-7.886504e-30
 54.20	-4.63979104e-30	+2.13558202e-29	-4.03435201e-30	+3.94445631e-30	-7.964098e-30
 54.21	-4.42624958e-30	+2.09539894e-29	-3.99490720e-30	+3.95044360e-30	-8.037815e-30
 54.22	-4.21672625e-30	+2.05565328e-29	-3.95540256e-30	+3.95528970e-30	-8.107730e-30
 54.23	-4.01117730e-30	+2.01634455e-29	-3.91584951e-30	+3.95902083e-30	-8.173917e-30
 54.24	-3.80955904e-30	+1.97747217e-29	-3.87625919e-30	+3.96166286e-30	-8.236450e-30
 54.25	-3.61182784e-30	+1.93903546e-29	-3.83664249e-30	+3.96324131e-30	-8.295399e-30
 54.26	-3.41794013e-30	+1.90103364e-29	-3.79701006e-30	+3.96378136e-30	-8.350837e-30
 54.27	-3.22785242e-30	+1.86346585e-29	-3.75737226e-30	+3.96330785e-30	-8.402833e-30
 54.28	-3.04152131e-30	+1.82633113e-29	-3.71773925e-30	+3.96184528e-30	-8.451458e-30
 54.29	-2.85890349e-30	+1.78962844e-29	-3.67812089e-30	+3.95941780e-30	-8.496780e-30
 54.30	-2.67995576e-30	+1.75335665e-29	-3.63852686e-30	+3.95604922e-30	-8.538867e-30
 54.31	-2.50463503e-30	+1.71751457e-29	-3.59896654e-30	+3.95176303e-30	-8.577787e-30
 54.32	-2.33289833e-30	+1.68210090e-29	-3.55944913e-30	+3.94658238e-30	-8.613605e-30
 54.33	-2.16470282e-30	+1.64711427e-29	-3.51998356e-30	+3.94053009e-30	-8.646388e-30
 54.34	-2.00000579e-30	+1.61255326e-29	-3.48057854e-30	+3.93362864e-30	-8.676200e-30
 54.35	-1.83876469e-30	+1.57841635e-29	-3.44124258e-30	+3.92590021e-30	-8.703105e-30
 54.36	-1.68093710e-30	+1.54470195e-29	-3.40198393e-30	+3.91736663e-30	-8.727165e-30
 54.37	-1.52648078e-30	+1.51140842e-29	-3.36281065e-30	+3.90804941e-30	-8.748444e-30
 54.38	-1.37535363e-30	+1.47853404e-29	-3.32373058e-30	+3.89796975e-30	-8.767003e-30
 54.39	-1.22751375e-30	+1.44607703e-29	-3.28475133e-30	+3.88714855e-30	-8.782903e-30
 54.40	-1.08291940e-30	+1.41403555e-29	-3.24588033e-30	+3.87560635e-30	-8.796203e-30
 54.41	-9.41529023e-31	+1.38240768e-29	-3.20712477e-30	+3.86336341e-30	-8.806963e-30
 54.42	-8.03301262e-31	+1.35119147e-29	-3.16849168e-30	+3.85043968e-30	-8.815241e-30
 54.43	-6.68194951e-31	+1.32038490e-29	-3.12998785e-30	+3.83685478e-30	-8.821095e-30
 54.44	-5.36169128e-31	+1.28998588e-29	-3.09161989e-30	+3.82262806e-30	-8.824581e-30
 54.45	-4.07183038e-31	+1.25999230e-29	-3.05339423e-30	+3.80777853e-30	-8.825756e-30
 54.46	-2.81196137e-31	+1.23040198e-29	-3.01531709e-30	+3.79232492e-30	-8.824675e-30
 54.47	-1.58168102e-31	+1.20121268e-29	-2.97739451e-30	+3.77628566e-30	-8.821392e-30
 54.48	-3.80588307e-32	+1.17242213e-29	-2.93963234e-30	+3.75967889e-30	-8.815961e-30
 54.49	+7.91715508e-32	+1.14402800e-29	-2.90203627e-30	+3.74252244e-30	-8.808436e-30
 54.50	+1.93562684e-31	+1.11602794e-29	-2.86461178e-30	+3.72483386e-30	-8.798868e-30
 54.51	+3.05153975e-31	+1.08841954e-29	-2.82736420e-30	+3.70663042e-30	-8.787309e-30
 54.52	+4.13984587e-31	+1.06120033e-29	-2.79029868e-30	+3.68792909e-30	-8.773809e-30
 54.53	+5.20093440e-31	+1.03436784e-29	-2.75342019e-30	+3.66874656e-30	-8.758420e-30
 54.54	+6.23519204e-31	+1.00791954e-29	-2.71673354e-30	+3.64909926e-30	-8.741190e-30
 54.55	+7.24300297e-31	+9.81852867e-30	-2.68024338e-30	+3.62900331e-30	-8.722168e-30
 54.56	+8.22474881e-31	+9.56165218e-30	-2.64395421e-30	+3.60847459e-30	-8.701401e-30
 54.57	+9.18080856e-31	+9.30853965e-30	-2.60787033e-30	+3.58752867e-30	-8.678938e-30
 54.58	+1.01115586e-30	+9.05916446e-30	-2.57199594e-30	+3.56618089e-30	-8.654823e-30
 54.59	+1.10173727e-30	+8.81349967e-30	-2.53633503e-30	+3.54444629e-30	-8.629104e-30
 54.60	+1.18986218e-30	+8.57151807e-30	-2.50089149e-30	+3.52233966e-30	-8.601826e-30
 54.61	+1.27556743e-30	+8.33319216e-30	-2.46566903e-30	+3.49987553e-30	-8.573032e-30
 54.62	+1.35888958e-30	+8.09849420e-30	-2.43067123e-30	+3.47706817e-30	-8.542766e-30
 54.63	+1.43986489e-30	+7.86739617e-30	-2.39590151e-30	+3.45393159e-30	-8.511072e-30
 54.64	+1.51852937e-30	+7.63986983e-30	-2.36136317e-30	+3.43047955e-30	-8.477991e-30
 54.65	+1.59491874e-30	+7.41588674e-30	-2.32705936e-30	+3.40672555e-30	-8.443566e-30
 54.66	+1.66906842e-30	+7.19541820e-30	-2.29299311e-30	+3.38268285e-30	-8.407838e-30
 54.67	+1.74101356e-30	+6.97843537e-30	-2.25916729e-30	+3.35836446e-30	-8.370846e-30
 54.68	+1.81078901e-30	+6.76490917e-30	-2.22558467e-30	+3.33378316e-30	-8.332631e-30
 54.69	+1.87842935e-30	+6.55481039e-30	-2.19224788e-30	+3.30895147e-30	-8.293231e-30
 54.70	+1.94396884e-30	+6.34810963e-30	-2.15915941e-30	+3.28388168e-30	-8.252686e-30
 54.71	+2.00744147e-30	+6.14477736e-30	-2.12632164e-30	+3.25858584e-30	-8.211032e-30
 54.72	+2.06888091e-30	+5.94478388e-30	-2.09373685e-30	+3.23307578e-30	-8.168308e-30
 54.73	+2.12832055e-30	+5.74809939e-30	-2.06140716e-30	+3.20736309e-30	-8.124549e-30
 54.74	+2.18579349e-30	+5.55469396e-30	-2.02933461e-30	+3.18145912e-30	-8.079791e-30
 54.75	+2.24133250e-30	+5.36453756e-30	-1.99752111e-30	+3.15537503e-30	-8.034071e-30
 54.76	+2.29497009e-30	+5.17760005e-30	-1.96596845e-30	+3.12912172e-30	-7.987421e-30
 54.77	+2.34673843e-30	+4.99385120e-30	-1.93467833e-30	+3.10270990e-30	-7.939878e-30
 54.78	+2.39666942e-30	+4.81326072e-30	-1.90365234e-30	+3.07615004e-30	-7.891473e-30
 54.79	+2.44479463e-30	+4.63579824e-30	-1.87289195e-30	+3.04945240e-30	-7.842241e-30
 54.80	+2.49114535e-30	+4.46143333e-30	-1.84239855e-30	+3.02262704e-30	-7.792213e-30
 54.81	+2.53575255e-30	+4.29013551e-30	-1.81217340e-30	+2.99568381e-30	-7.741421e-30
 54.82	+2.57864689e-30	+4.12187426e-30	-1.78221769e-30	+2.96863233e-30	-7.689896e-30
 54.83	+2.61985875e-30	+3.95661903e-30	-1.75253250e-30	+2.94148205e-30	-7.637670e-30
 54.84	+2.65941818e-30	+3.79433925e-30	-1.72311881e-30	+2.91424218e-30	-7.584771e-30
 54.85	+2.69735493e-30	+3.63500431e-30	-1.69397753e-30	+2.88692176e-30	-7.531230e-30
 54.86	+2.73369846e-30	+3.47858363e-30	-1.66510945e-30	+2.85952963e-30	-7.477075e-30
 54.87	+2.76847789e-30	+3.32504659e-30	-1.63651530e-30	+2.83207442e-30	-7.422336e-30
 54.88	+2.80172208e-30	+3.17436262e-30	-1.60819570e-30	+2.80456458e-30	-7.367039e-30
 54.89	+2.83345955e-30	+3.02650113e-30	-1.58015120e-30	+2.77700837e-30	-7.311212e-30
 54.90	+2.86371851e-30	+2.88143158e-30	-1.55238227e-30	+2.74941385e-30	-7.254883e-30
 54.91	+2.89252690e-30	+2.73912343e-30	-1.52488928e-30	+2.72178893e-30	-7.198076e-30
 54.92	+2.91991232e-30	+2.59954620e-30	-1.49767255e-30	+2.69414129e-30	-7.140819e-30
 54.93	+2.94590208e-30	+2.46266945e-30	-1.47073229e-30	+2.66647848e-30	-7.083136e-30
 54.94	+2.97052318e-30	+2.32846279e-30	-1.44406865e-30	+2.63880782e-30	-7.025053e-30
 54.95	+2.99380233e-30	+2.19689588e-30	-1.41768173e-30	+2.61113651e-30	-6.966593e-30
 54.96	+3.01576591e-30	+2.06793846e-30	-1.39157152e-30	+2.58347153e-30	-6.907780e-30
