  t[s]	          x1[m]	        x2[m/s]	        x3[rad]	      x4[rad/s]	        F[N]
 27.68	+2.13820096e-12	-4.81785509e-12	+5.94864674e-13	-1.96401497e-13	-1.362946e-13
 27.69	+2.09002503e-12	-4.75475421e-12	+5.92900232e-13	-2.06644989e-13	-9.878620e-14
 27.70	+2.04248011e-12	-4.69197060e-12	+5.90833368e-13	-2.16589973e-13	-6.215492e-14
 27.71	+1.99556300e-12	-4.62951247e-12	+5.88667066e-13	-2.26241117e-13	-2.638889e-14
 27.72	+1.94927047e-12	-4.56738777e-12	+5.86404264e-13	-2.35603052e-13	+8.523658e-15
 27.73	+1.90359917e-12	-4.50560417e-12	+5.84047856e-13	-2.44680370e-13	+4.259445e-14
 27.74	+1.85854568e-12	-4.44416904e-12	+5.81600685e-13	-2.53477624e-13	+7.583512e-14
 27.75	+1.81410654e-12	-4.38308953e-12	+5.79065554e-13	-2.61999328e-13	+1.082573e-13
 27.76	+1.77027817e-12	-4.32237250e-12	+5.76445217e-13	-2.70249959e-13	+1.398723e-13
 27.77	+1.72705696e-12	-4.26202455e-12	+5.73742384e-13	-2.78233952e-13	+1.706918e-13
 27.78	+1.68443922e-12	-4.20205204e-12	+5.70959723e-13	-2.85955704e-13	+2.007270e-13
 27.79	+1.64242118e-12	-4.14246109e-12	+5.68099855e-13	-2.93419573e-13	+2.299892e-13
 27.80	+1.60099903e-12	-4.08325756e-12	+5.65165359e-13	-3.00629877e-13	+2.584897e-13
 27.81	+1.56016891e-12	-4.02444708e-12	+5.62158770e-13	-3.07590893e-13	+2.862395e-13
 27.82	+1.51992687e-12	-3.96603504e-12	+5.59082581e-13	-3.14306859e-13	+3.132497e-13
 27.83	+1.48026894e-12	-3.90802660e-12	+5.55939243e-13	-3.20781974e-13	+3.395312e-13
 27.84	+1.44119107e-12	-3.85042670e-12	+5.52731163e-13	-3.27020394e-13	+3.650950e-13
 27.85	+1.40268919e-12	-3.79324006e-12	+5.49460709e-13	-3.33026238e-13	+3.899518e-13
 27.86	+1.36475915e-12	-3.73647118e-12	+5.46130206e-13	-3.38803582e-13	+4.141125e-13
 27.87	+1.32739679e-12	-3.68012432e-12	+5.42741938e-13	-3.44356464e-13	+4.375875e-13
 27.88	+1.29059788e-12	-3.62420358e-12	+5.39298151e-13	-3.49688879e-13	+4.603876e-13
 27.89	+1.25435815e-12	-3.56871282e-12	+5.35801049e-13	-3.54804784e-13	+4.825231e-13
 27.90	+1.21867332e-12	-3.51365570e-12	+5.32252797e-13	-3.59708094e-13	+5.040045e-13
 27.91	+1.18353904e-12	-3.45903570e-12	+5.28655521e-13	-3.64402685e-13	+5.248421e-13
 27.92	+1.14895094e-12	-3.40485609e-12	+5.25011307e-13	-3.68892389e-13	+5.450460e-13
 27.93	+1.11490462e-12	-3.35111996e-12	+5.21322204e-13	-3.73181002e-13	+5.646265e-13
 27.94	+1.08139564e-12	-3.29783020e-12	+5.17590224e-13	-3.77272277e-13	+5.835936e-13
 27.95	+1.04841954e-12	-3.24498954e-12	+5.13817338e-13	-3.81169927e-13	+6.019572e-13
 27.96	+1.01597182e-12	-3.19260050e-12	+5.10005484e-13	-3.84877624e-13	+6.197272e-13
 27.97	+9.84047983e-13	-3.14066546e-12	+5.06156561e-13	-3.88399001e-13	+6.369134e-13
 27.98	+9.52643473e-13	-3.08918661e-12	+5.02272432e-13	-3.91737649e-13	+6.535256e-13
 27.99	+9.21753733e-13	-3.03816597e-12	+4.98354924e-13	-3.94897121e-13	+6.695733e-13
 28.00	+8.91374180e-13	-2.98760540e-12	+4.94405829e-13	-3.97880927e-13	+6.850660e-13
 28.01	+8.61500213e-13	-2.93750659e-12	+4.90426902e-13	-4.00692540e-13	+7.000133e-13
 28.02	+8.32127216e-13	-2.88787110e-12	+4.86419867e-13	-4.03335390e-13	+7.144243e-13
 28.03	+8.03250554e-13	-2.83870030e-12	+4.82386409e-13	-4.05812868e-13	+7.283085e-13
 28.04	+7.74865580e-13	-2.78999544e-12	+4.78328184e-13	-4.08128328e-13	+7.416749e-13
 28.05	+7.46967636e-13	-2.74175760e-12	+4.74246811e-13	-4.10285079e-13	+7.545326e-13
 28.06	+7.19552050e-13	-2.69398772e-12	+4.70143877e-13	-4.12286395e-13	+7.668907e-13
 28.07	+6.92614144e-13	-2.64668663e-12	+4.66020936e-13	-4.14135509e-13	+7.787579e-13
 28.08	+6.66149229e-13	-2.59985497e-12	+4.61879510e-13	-4.15835614e-13	+7.901432e-13
 28.09	+6.40152611e-13	-2.55349328e-12	+4.57721089e-13	-4.17389864e-13	+8.010553e-13
 28.10	+6.14619590e-13	-2.50760197e-12	+4.53547131e-13	-4.18801374e-13	+8.115027e-13
 28.11	+5.89545463e-13	-2.46218130e-12	+4.49359065e-13	-4.20073222e-13	+8.214940e-13
 28.12	+5.64925523e-13	-2.41723142e-12	+4.45158285e-13	-4.21208445e-13	+8.310376e-13
 28.13	+5.40755062e-13	-2.37275236e-12	+4.40946159e-13	-4.22210042e-13	+8.401420e-13
 28.14	+5.17029372e-13	-2.32874402e-12	+4.36724022e-13	-4.23080973e-13	+8.488153e-13
 28.15	+4.93743746e-13	-2.28520619e-12	+4.32493181e-13	-4.23824162e-13	+8.570658e-13
 28.16	+4.70893479e-13	-2.24213854e-12	+4.28254914e-13	-4.24442492e-13	+8.649016e-13
 28.17	+4.48473869e-13	-2.19954065e-12	+4.24010468e-13	-4.24938810e-13	+8.723305e-13
 28.18	+4.26480217e-13	-2.15741196e-12	+4.19761065e-13	-4.25315926e-13	+8.793606e-13
 28.19	+4.04907834e-13	-2.11575182e-12	+4.15507894e-13	-4.25576611e-13	+8.859997e-13
 28.20	+3.83752032e-13	-2.07455949e-12	+4.11252122e-13	-4.25723598e-13	+8.922554e-13
 28.21	+3.63008134e-13	-2.03383411e-12	+4.06994885e-13	-4.25759586e-13	+8.981355e-13
 28.22	+3.42671470e-13	-1.99357474e-12	+4.02737292e-13	-4.25687234e-13	+9.036474e-13
 28.23	+3.22737381e-13	-1.95378032e-12	+3.98480427e-13	-4.25509166e-13	+9.087987e-13
 28.24	+3.03201217e-13	-1.91444972e-12	+3.94225347e-13	-4.25227970e-13	+9.135967e-13
 28.25	+2.84058339e-13	-1.87558172e-12	+3.89973083e-13	-4.24846196e-13	+9.180487e-13
 28.26	+2.65304122e-13	-1.83717500e-12	+3.85724641e-13	-4.24366360e-13	+9.221619e-13
 28.27	+2.46933953e-13	-1.79922817e-12	+3.81481002e-13	-4.23790942e-13	+9.259434e-13
 28.28	+2.28943234e-13	-1.76173973e-12	+3.77243120e-13	-4.23122384e-13	+9.294002e-13
 28.29	+2.11327379e-13	-1.72470814e-12	+3.73011928e-13	-4.22363097e-13	+9.325392e-13
 28.30	+1.94081822e-13	-1.68813176e-12	+3.68788332e-13	-4.21515452e-13	+9.353674e-13
 28.31	+1.77202009e-13	-1.65200886e-12	+3.64573217e-13	-4.20581790e-13	+9.378915e-13
 28.32	+1.60683407e-13	-1.61633766e-12	+3.60367441e-13	-4.19564415e-13	+9.401181e-13
 28.33	+1.44521498e-13	-1.58111631e-12	+3.56171843e-13	-4.18465596e-13	+9.420538e-13
 28.34	+1.28711784e-13	-1.54634287e-12	+3.51987236e-13	-4.17287569e-13	+9.437052e-13
 28.35	+1.13249786e-13	-1.51201535e-12	+3.47814412e-13	-4.16032537e-13	+9.450786e-13
 28.36	+9.81310439e-14	-1.47813170e-12	+3.43654142e-13	-4.14702669e-13	+9.461805e-13
 28.37	+8.33511204e-14	-1.44468979e-12	+3.39507174e-13	-4.13300100e-13	+9.470170e-13
 28.38	+6.89055976e-14	-1.41168743e-12	+3.35374235e-13	-4.11826932e-13	+9.475943e-13
 28.39	+5.47900802e-14	-1.37912240e-12	+3.31256029e-13	-4.10285236e-13	+9.479186e-13
 28.40	+4.10001950e-14	-1.34699239e-12	+3.27153244e-13	-4.08677047e-13	+9.479958e-13
 28.41	+2.75315918e-14	-1.31529505e-12	+3.23066543e-13	-4.07004372e-13	+9.478318e-13
 28.42	+1.43799440e-14	-1.28402799e-12	+3.18996572e-13	-4.05269183e-13	+9.474325e-13
 28.43	+1.54094918e-15	-1.25318873e-12	+3.14943955e-13	-4.03473422e-13	+9.468036e-13
 28.44	-1.09896708e-14	-1.22277478e-12	+3.10909298e-13	-4.01618998e-13	+9.459509e-13
 28.45	-2.32161690e-14	-1.19278359e-12	+3.06893188e-13	-3.99707792e-13	+9.448799e-13
 28.46	-3.51427728e-14	-1.16321257e-12	+3.02896192e-13	-3.97741649e-13	+9.435961e-13
 28.47	-4.67736837e-14	-1.13405906e-12	+2.98918859e-13	-3.95722389e-13	+9.421050e-13
 28.48	-5.81130769e-14	-1.10532040e-12	+2.94961722e-13	-3.93651798e-13	+9.404120e-13
 28.49	-6.91651006e-14	-1.07699386e-12	+2.91025292e-13	-3.91531634e-13	+9.385223e-13
 28.50	-7.99338760e-14	-1.04907667e-12	+2.87110066e-13	-3.89363623e-13	+9.364411e-13
 28.51	-9.04234964e-14	-1.02156604e-12	+2.83216522e-13	-3.87149464e-13	+9.341736e-13
 28.52	-1.00638027e-13	-9.94459147e-13	+2.79345121e-13	-3.84890825e-13	+9.317248e-13
 28.53	-1.10581506e-13	-9.67753110e-13	+2.75496309e-13	-3.82589347e-13	+9.290997e-13
 28.54	-1.20257941e-13	-9.41445035e-13	+2.71670513e-13	-3.80246640e-13	+9.263032e-13
 28.55	-1.29671312e-13	-9.15531993e-13	+2.67868146e-13	-3.77864287e-13	+9.233401e-13
 28.56	-1.38825568e-13	-8.90011025e-13	+2.64089604e-13	-3.75443843e-13	+9.202152e-13
 28.57	-1.47724631e-13	-8.64879143e-13	+2.60335268e-13	-3.72986836e-13	+9.169332e-13
 28.58	-1.56372392e-13	-8.40133336e-13	+2.56605504e-13	-3.70494764e-13	+9.134986e-13
 28.59	-1.64772710e-13	-8.15770564e-13	+2.52900661e-13	-3.67969100e-13	+9.099161e-13
 28.60	-1.72929416e-13	-7.91787766e-13	+2.49221077e-13	-3.65411290e-13	+9.061900e-13
 28.61	-1.80846310e-13	-7.68181858e-13	+2.45567072e-13	-3.62822751e-13	+9.023248e-13
 28.62	-1.88527161e-13	-7.44949735e-13	+2.41938953e-13	-3.60204878e-13	+8.983247e-13
 28.63	-1.95975706e-13	-7.22088272e-13	+2.38337015e-13	-3.57559035e-13	+8.941941e-13
 28.64	-2.03195651e-13	-6.99594327e-13	+2.34761536e-13	-3.54886564e-13	+8.899371e-13
 28.65	-2.10190672e-13	-6.77464738e-13	+2.31212783e-13	-3.52188779e-13	+8.855578e-13
 28.66	-2.16964413e-13	-6.55696331e-13	+2.27691008e-13	-3.49466970e-13	+8.810604e-13
 28.67	-2.23520484e-13	-6.34285913e-13	+2.24196453e-13	-3.46722402e-13	+8.764486e-13
 28.68	-2.29862466e-13	-6.13230280e-13	+2.20729344e-13	-3.43956315e-13	+8.717265e-13
 28.69	-2.35993906e-13	-5.92526216e-13	+2.17289897e-13	-3.41169925e-13	+8.668980e-13
 28.70	-2.41918320e-13	-5.72170490e-13	+2.13878315e-13	-3.38364424e-13	+8.619667e-13
 28.71	-2.47639191e-13	-5.52159866e-13	+2.10494788e-13	-3.35540979e-13	+8.569365e-13
 28.72	-2.53159970e-13	-5.32491093e-13	+2.07139497e-13	-3.32700734e-13	+8.518109e-13
 28.73	-2.58484075e-13	-5.13160918e-13	+2.03812608e-13	-3.29844811e-13	+8.465935e-13
 28.74	-2.63614893e-13	-4.94166075e-13	+2.00514280e-13	-3.26974307e-13	+8.412879e-13
 28.75	-2.68555776e-13	-4.75503295e-13	+1.97244657e-13	-3.24090298e-13	+8.358975e-13
 28.76	-2.73310045e-13	-4.57169305e-13	+1.94003875e-13	-3.21193837e-13	+8.304258e-13
 28.77	-2.77880988e-13	-4.39160824e-13	+1.90792057e-13	-3.18285953e-13	+8.248760e-13
 28.78	-2.82271859e-13	-4.21474570e-13	+1.87609319e-13	-3.15367657e-13	+8.192515e-13
 28.79	-2.86485881e-13	-4.04107260e-13	+1.84455765e-13	-3.12439934e-13	+8.135554e-13
 28.80	-2.90526243e-13	-3.87055605e-13	+1.81331488e-13	-3.09503752e-13	+8.077910e-13
 28.81	-2.94396102e-13	-3.70316321e-13	+1.78236573e-13	-3.06560053e-13	+8.019613e-13
 28.82	-2.98098581e-13	-3.53886119e-13	+1.75171095e-13	-3.03609763e-13	+7.960693e-13
 28.83	-3.01636770e-13	-3.37761715e-13	+1.72135121e-13	-3.00653783e-13	+7.901181e-13
 28.84	-3.05013728e-13	-3.21939824e-13	+1.69128707e-13	-2.97692999e-13	+7.841105e-13
 28.85	-3.08232479e-13	-3.06417166e-13	+1.66151900e-13	-2.94728271e-13	+7.780495e-13
 28.86	-3.11296016e-13	-2.91190462e-13	+1.63204741e-13	-2.91760444e-13	+7.719379e-13
 28.87	-3.14207299e-13	-2.76256438e-13	+1.60287260e-13	-2.88790342e-13	+7.657783e-13
 28.88	-3.16969253e-13	-2.61611827e-13	+1.57399481e-13	-2.85818768e-13	+7.595736e-13
 28.89	-3.19584773e-13	-2.47253364e-13	+1.54541417e-13	-2.82846508e-13	+7.533264e-13
 28.90	-3.22056720e-13	-2.33177793e-13	+1.51713076e-13	-2.79874329e-13	+7.470392e-13
 28.91	-3.24387923e-13	-2.19381862e-13	+1.48914456e-13	-2.76902980e-13	+7.407147e-13
 28.92	-3.26581178e-13	-2.05862331e-13	+1.46145550e-13	-2.73933190e-13	+7.343553e-13
 28.93	-3.28639250e-13	-1.92615964e-13	+1.43406342e-13	-2.70965671e-13	+7.279635e-13
 28.94	-3.30564869e-13	-1.79639536e-13	+1.40696809e-13	-2.68001118e-13	+7.215416e-13
 28.95	-3.32360735e-13	-1.66929831e-13	+1.38016921e-13	-2.65040209e-13	+7.150920e-13
 28.96	-3.34029514e-13	-1.54483642e-13	+1.35366642e-13	-2.62083602e-13	+7.086170e-13
 28.97	-3.35573843e-13	-1.42297774e-13	+1.32745929e-13	-2.59131941e-13	+7.021189e-13
 28.98	-3.36996324e-13	-1.30369043e-13	+1.30154733e-13	-2.56185852e-13	+6.955998e-13
 28.99	-3.38299528e-13	-1.18694276e-13	+1.27592996e-13	-2.53245944e-13	+6.890618e-13
 29.00	-3.39485994e-13	-1.07270313e-13	+1.25060659e-13	-2.50312812e-13	+6.825072e-13
 29.01	-3.40558232e-13	-9.60940055e-14	+1.22557653e-13	-2.47387031e-13	+6.759379e-13
 29.02	-3.41518716e-13	-8.51622190e-14	+1.20083904e-13	-2.44469165e-13	+6.693560e-13
 29.03	-3.42369893e-13	-7.44718326e-14	+1.17639334e-13	-2.41559760e-13	+6.627634e-13
 29.04	-3.43114176e-13	-6.40197396e-14	+1.15223857e-13	-2.38659345e-13	+6.561620e-13
 29.05	-3.43753948e-13	-5.38028475e-14	+1.12837384e-13	-2.35768438e-13	+6.495538e-13
 29.06	-3.44291560e-13	-4.38180792e-14	+1.10479820e-13	-2.32887540e-13	+6.429405e-13
 29.07	-3.44729334e-13	-3.40623726e-14	+1.08151064e-13	-2.30017136e-13	+6.363240e-13
 29.08	-3.45069561e-13	-2.45326819e-14	+1.05851012e-13	-2.27157699e-13	+6.297060e-13
 29.09	-3.45314500e-13	-1.52259771e-14	+1.03579554e-13	-2.24309688e-13	+6.230881e-13
 29.10	-3.45466381e-13	-6.13924487e-15	+1.01336575e-13	-2.21473546e-13	+6.164721e-13
 29.11	-3.45527404e-13	+2.73051106e-15	+9.91219571e-14	-2.18649703e-13	+6.098597e-13
 29.12	-3.45499738e-13	+1.13862698e-14	+9.69355772e-14	-2.15838578e-13	+6.032522e-13
 29.13	-3.45385524e-13	+1.98309927e-14	+9.47773081e-14	-2.13040573e-13	+5.966515e-13
 29.14	-3.45186871e-13	+2.80676234e-14	+9.26470184e-14	-2.10256079e-13	+5.900588e-13
 29.15	-3.44905860e-13	+3.60990869e-14	+9.05445730e-14	-2.07485475e-13	+5.834758e-13
 29.16	-3.44544543e-13	+4.39282901e-14	+8.84698331e-14	-2.04729126e-13	+5.769037e-13
 29.17	-3.44104942e-13	+5.15581208e-14	+8.64226561e-14	-2.01987384e-13	+5.703441e-13
 29.18	-3.43589051e-13	+5.89914475e-14	+8.44028959e-14	-1.99260590e-13	+5.637983e-13
 29.19	-3.42998835e-13	+6.62311197e-14	+8.24104030e-14	-1.96549074e-13	+5.572676e-13
 29.20	-3.42336230e-13	+7.32799671e-14	+8.04450246e-14	-1.93853152e-13	+5.507532e-13
 29.21	-3.41603144e-13	+8.01407993e-14	+7.85066048e-14	-1.91173130e-13	+5.442565e-13
 29.22	-3.40801458e-13	+8.68164062e-14	+7.65949845e-14	-1.88509302e-13	+5.377787e-13
 29.23	-3.39933024e-13	+9.33095571e-14	+7.47100018e-14	-1.85861951e-13	+5.313209e-13
 29.24	-3.38999665e-13	+9.96230007e-14	+7.28514919e-14	-1.83231349e-13	+5.248843e-13
 29.25	-3.38003179e-13	+1.05759465e-13	+7.10192873e-14	-1.80617757e-13	+5.184699e-13
 29.26	-3.36945336e-13	+1.11721658e-13	+6.92132179e-14	-1.78021426e-13	+5.120790e-13
 29.27	-3.35827878e-13	+1.17512264e-13	+6.74331111e-14	-1.75442596e-13	+5.057124e-13
 29.28	-3.34652521e-13	+1.23133949e-13	+6.56787919e-14	-1.72881498e-13	+4.993714e-13
 29.29	-3.33420955e-13	+1.28589356e-13	+6.39500829e-14	-1.70338350e-13	+4.930568e-13
 29.30	-3.32134841e-13	+1.33881107e-13	+6.22468046e-14	-1.67813365e-13	+4.867695e-13
 29.31	-3.30795816e-13	+1.39011802e-13	+6.05687754e-14	-1.65306741e-13	+4.805106e-13
 29.32	-3.29405491e-13	+1.43984018e-13	+5.89158117e-14	-1.62818671e-13	+4.742809e-13
 29.33	-3.27965450e-13	+1.48800313e-13	+5.72877279e-14	-1.60349337e-13	+4.680814e-13
 29.34	-3.26477252e-13	+1.53463219e-13	+5.56843366e-14	-1.57898910e-13	+4.619127e-13
 29.35	-3.24942432e-13	+1.57975249e-13	+5.41054488e-14	-1.55467555e-13	+4.557758e-13
 29.36	-3.23362498e-13	+1.62338892e-13	+5.25508738e-14	-1.53055427e-13	+4.496714e-13
 29.37	-3.21738933e-13	+1.66556615e-13	+5.10204193e-14	-1.50662672e-13	+4.436004e-13
 29.38	-3.20073197e-13	+1.70630862e-13	+4.95138914e-14	-1.48289429e-13	+4.375633e-13
 29.39	-3.18366725e-13	+1.74564057e-13	+4.80310952e-14	-1.45935827e-13	+4.315610e-13
 29.40	-3.16620926e-13	+1.78358597e-13	+4.65718342e-14	-1.43601988e-13	+4.255941e-13
 29.41	-3.14837188e-13	+1.82016860e-13	+4.51359107e-14	-1.41288027e-13	+4.196633e-13
 29.42	-3.13016872e-13	+1.85541199e-13	+4.37231261e-14	-1.38994048e-13	+4.137691e-13
 29.43	-3.11161319e-13	+1.88933946e-13	+4.23332804e-14	-1.36720151e-13	+4.079123e-13
 29.44	-3.09271843e-13	+1.92197408e-13	+4.09661728e-14	-1.34466427e-13	+4.020933e-13
 29.45	-3.07349739e-13	+1.95333872e-13	+3.96216016e-14	-1.32232959e-13	+3.963128e-13
 29.46	-3.05396274e-13	+1.98345599e-13	+3.82993642e-14	-1.30019824e-13	+3.905712e-13
 29.47	-3.03412698e-13	+2.01234830e-13	+3.69992573e-14	-1.27827092e-13	+3.848692e-13
 29.48	-3.01400234e-13	+2.04003780e-13	+3.57210769e-14	-1.25654825e-13	+3.792071e-13
 29.49	-2.99360086e-13	+2.06654643e-13	+3.44646184e-14	-1.23503080e-13	+3.735855e-13
 29.50	-2.97293434e-13	+2.09189590e-13	+3.32296764e-14	-1.21371907e-13	+3.680047e-13
 29.51	-2.95201437e-13	+2.11610769e-13	+3.20160452e-14	-1.19261348e-13	+3.624653e-13
 29.52	-2.93085233e-13	+2.13920305e-13	+3.08235189e-14	-1.17171440e-13	+3.569676e-13
 29.53	-2.90945939e-13	+2.16120299e-13	+2.96518907e-14	-1.15102216e-13	+3.515120e-13
 29.54	-2.88784648e-13	+2.18212831e-13	+2.85009539e-14	-1.13053698e-13	+3.460988e-13
 29.55	-2.86602437e-13	+2.20199956e-13	+2.73705014e-14	-1.11025908e-13	+3.407285e-13
 29.56	-2.84400359e-13	+2.22083709e-13	+2.62603260e-14	-1.09018857e-13	+3.354013e-13
 29.57	-2.82179448e-13	+2.23866098e-13	+2.51702202e-14	-1.07032554e-13	+3.301176e-13
 29.58	-2.79940717e-13	+2.25549114e-13	+2.40999766e-14	-1.05067001e-13	+3.248776e-13
 29.59	-2.77685160e-13	+2.27134719e-13	+2.30493876e-14	-1.03122196e-13	+3.196816e-13
 29.60	-2.75413750e-13	+2.28624857e-13	+2.20182458e-14	-1.01198131e-13	+3.145299e-13
 29.61	-2.73127444e-13	+2.30021447e-13	+2.10063438e-14	-9.92947913e-14	+3.094226e-13
 29.62	-2.70827175e-13	+2.31326386e-13	+2.00134744e-14	-9.74121604e-14	+3.043601e-13
 29.63	-2.68513860e-13	+2.32541550e-13	+1.90394303e-14	-9.55502150e-14	+2.993425e-13
 29.64	-2.66188398e-13	+2.33668790e-13	+1.80840049e-14	-9.37089277e-14	+2.943700e-13
 29.65	-2.63851666e-13	+2.34709936e-13	+1.71469915e-14	-9.18882665e-14	+2.894428e-13
 29.66	-2.61504527e-13	+2.35666797e-13	+1.62281839e-14	-9.00881950e-14	+2.845610e-13
 29.67	-2.59147823e-13	+2.36541157e-13	+1.53273761e-14	-8.83086723e-14	+2.797248e-13
 29.68	-2.56782378e-13	+2.37334779e-13	+1.44443626e-14	-8.65496536e-14	+2.749343e-13
 29.69	-2.54409001e-13	+2.38049406e-13	+1.35789386e-14	-8.48110898e-14	+2.701896e-13
 29.70	-2.52028480e-13	+2.38686756e-13	+1.27308993e-14	-8.30929277e-14	+2.654907e-13
 29.71	-2.49641589e-13	+2.39248527e-13	+1.19000407e-14	-8.13951105e-14	+2.608379e-13
 29.72	-2.47249083e-13	+2.39736395e-13	+1.10861595e-14	-7.97175775e-14	+2.562311e-13
 29.73	-2.44851702e-13	+2.40152014e-13	+1.02890528e-14	-7.80602642e-14	+2.516705e-13
 29.74	-2.42450168e-13	+2.40497017e-13	+9.50851841e-15	-7.64231029e-14	+2.471559e-13
 29.75	-2.40045186e-13	+2.40773014e-13	+8.74435477e-15	-7.48060222e-14	+2.426876e-13
 29.76	-2.37637447e-13	+2.40981595e-13	+7.99636110e-15	-7.32089472e-14	+2.382655e-13
 29.77	-2.35227625e-13	+2.41124330e-13	+7.26433736e-15	-7.16318001e-14	+2.338895e-13
 29.78	-2.32816379e-13	+2.41202765e-13	+6.54808425e-15	-7.00744998e-14	+2.295598e-13
 29.79	-2.30404350e-13	+2.41218427e-13	+5.84740333e-15	-6.85369620e-14	+2.252762e-13
 29.80	-2.27992168e-13	+2.41172823e-13	+5.16209696e-15	-6.70190995e-14	+2.210388e-13
 29.81	-2.25580444e-13	+2.41067436e-13	+4.49196840e-15	-6.55208225e-14	+2.168475e-13
 29.82	-2.23169777e-13	+2.40903731e-13	+3.83682180e-15	-6.40420380e-14	+2.127022e-13
 29.83	-2.20760749e-13	+2.40683152e-13	+3.19646224e-15	-6.25826507e-14	+2.086030e-13
 29.84	-2.18353929e-13	+2.40407122e-13	+2.57069574e-15	-6.11425623e-14	+2.045496e-13
 29.85	-2.15949871e-13	+2.40077045e-13	+1.95932933e-15	-5.97216723e-14	+2.005422e-13
 29.86	-2.13549117e-13	+2.39694303e-13	+1.36217103e-15	-5.83198777e-14	+1.965804e-13
 29.87	-2.11152192e-13	+2.39260260e-13	+7.79029873e-16	-5.69370732e-14	+1.926643e-13
 29.88	-2.08759609e-13	+2.38776259e-13	+2.09715979e-16	-5.55731510e-14	+1.887938e-13
 29.89	-2.06371869e-13	+2.38243624e-13	-3.45959474e-16	-5.42280013e-14	+1.849687e-13
 29.90	-2.03989457e-13	+2.37663658e-13	-8.88184209e-16	-5.29015124e-14	+1.811889e-13
 29.91	-2.01612846e-13	+2.37037647e-13	-1.41714483e-15	-5.15935701e-14	+1.774542e-13
 29.92	-1.99242498e-13	+2.36366856e-13	-1.93302679e-15	-5.03040588e-14	+1.737646e-13
 29.93	-1.96878859e-13	+2.35652530e-13	-2.43601440e-15	-4.90328606e-14	+1.701198e-13
 29.94	-1.94522365e-13	+2.34895898e-13	-2.92629079e-15	-4.77798560e-14	+1.665198e-13
 29.95	-1.92173439e-13	+2.34098168e-13	-3.40403789e-15	-4.65449238e-14	+1.629643e-13
 29.96	-1.89832493e-13	+2.33260529e-13	-3.86943641e-15	-4.53279410e-14	+1.594531e-13
 29.97	-1.87499924e-13	+2.32384152e-13	-4.32266585e-15	-4.41287833e-14	+1.559862e-13
 29.98	-1.85176120e-13	+2.31470191e-13	-4.76390445e-15	-4.29473247e-14	+1.525632e-13
 29.99	-1.82861458e-13	+2.30519780e-13	-5.19332920e-15	-4.17834377e-14	+1.491841e-13
 30.00	-1.80556301e-13	+2.29534035e-13	-5.61111580e-15	-4.06369935e-14	+1.458486e-13
 30.01	-1.78261004e-13	+2.28514056e-13	-6.01743868e-15	-3.95078622e-14	+1.425564e-13
 30.02	-1.75975907e-13	+2.27460922e-13	-6.41247096e-15	-3.83959123e-14	+1.393075e-13
 30.03	-1.73701343e-13	+2.26375697e-13	-6.79638446e-15	-3.73010113e-14	+1.361015e-13
 30.04	-1.71437632e-13	+2.25259427e-13	-7.16934965e-15	-3.62230257e-14	+1.329383e-13
 30.05	-1.69185086e-13	+2.24113140e-13	-7.53153568e-15	-3.51618207e-14	+1.298175e-13
 30.06	-1.66944003e-13	+2.22937847e-13	-7.88311036e-15	-3.41172606e-14	+1.267391e-13
 30.07	-1.64714675e-13	+2.21734543e-13	-8.22424012e-15	-3.30892089e-14	+1.237027e-13
 30.08	-1.62497381e-13	+2.20504205e-13	-8.55509005e-15	-3.20775281e-14	+1.207081e-13
 30.09	-1.60292391e-13	+2.19247794e-13	-8.87582385e-15	-3.10820797e-14	+1.177550e-13
 30.10	-1.58099967e-13	+2.17966253e-13	-9.18660383e-15	-3.01027249e-14	+1.148433e-13
 30.11	-1.55920359e-13	+2.16660511e-13	-9.48759093e-15	-2.91393236e-14	+1.119725e-13
 30.12	-1.53753809e-13	+2.15331479e-13	-9.77894468e-15	-2.81917354e-14	+1.091426e-13
 30.13	-1.51600550e-13	+2.13980054e-13	-1.00608232e-14	-2.72598194e-14	+1.063531e-13
 30.14	-1.49460807e-13	+2.12607113e-13	-1.03333832e-14	-2.63434337e-14	+1.036039e-13
 30.15	-1.47334794e-13	+2.11213523e-13	-1.05967800e-14	-2.54424362e-14	+1.008947e-13
 30.16	-1.45222718e-13	+2.09800130e-13	-1.08511674e-14	-2.45566844e-14	+9.822508e-14
 30.17	-1.43124776e-13	+2.08367768e-13	-1.10966980e-14	-2.36860351e-14	+9.559492e-14
 30.18	-1.41041159e-13	+2.06917255e-13	-1.13335227e-14	-2.28303449e-14	+9.300389e-14
 30.19	-1.38972047e-13	+2.05449393e-13	-1.15617911e-14	-2.19894701e-14	+9.045168e-14
 30.20	-1.36917615e-13	+2.03964970e-13	-1.17816514e-14	-2.11632666e-14	+8.793802e-14
 30.21	-1.34878028e-13	+2.02464760e-13	-1.19932502e-14	-2.03515903e-14	+8.546261e-14
 30.22	-1.32853444e-13	+2.00949520e-13	-1.21967329e-14	-1.95542965e-14	+8.302517e-14
 30.23	-1.30844012e-13	+1.99419994e-13	-1.23922432e-14	-1.87712407e-14	+8.062538e-14
 30.24	-1.28849877e-13	+1.97876912e-13	-1.25799236e-14	-1.80022781e-14	+7.826295e-14
 30.25	-1.26871172e-13	+1.96320990e-13	-1.27599149e-14	-1.72472639e-14	+7.593758e-14
